index,estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily_cases_moving_average,daily_deaths_moving_average,sum_of_daily_cases_week,sum_of_daily_deaths_week
3409,Espírito Santo,2020-02-25,0.0,0,0,0,644.7142857142857,14.428571428571429,4513.0,101.0
3410,Espírito Santo,2020-02-26,0.0,0,0,0,515.4285714285714,11.142857142857142,3608.0,78.0
3411,Espírito Santo,2020-02-27,0.0,0,0,0,401.85714285714283,8.428571428571429,2813.0,59.0
3412,Espírito Santo,2020-02-28,0.0,0,0,0,303.2857142857143,6.142857142857143,2123.0,43.0
3413,Espírito Santo,2020-02-29,0.0,0,0,0,217.28571428571428,3.7142857142857144,1521.0,26.0
3414,Espírito Santo,2020-03-01,0.0,0,0,0,122.28571428571429,2.0,856.0,14.0
3415,Espírito Santo,2020-03-02,0.0,0,0,0,0.0,0.0,0.0,0.0
3416,Espírito Santo,2020-03-03,0.0,0,0,0,0.0,0.0,0.0,0.0
3417,Espírito Santo,2020-03-04,0.0,0,0,0,0.0,0.0,0.0,0.0
3418,Espírito Santo,2020-03-05,0.0,0,0,0,0.0,0.0,0.0,0.0
3419,Espírito Santo,2020-03-06,0.5,0,0,0,0.0,0.0,0.0,0.0
3420,Espírito Santo,2020-03-07,0.5,0,0,0,0.0,0.0,0.0,0.0
3421,Espírito Santo,2020-03-08,0.5,0,0,0,0.0,0.0,0.0,0.0
3422,Espírito Santo,2020-03-09,0.5,0,0,0,0.0,0.0,0.0,0.0
3423,Espírito Santo,2020-03-10,0.5,0,0,0,0.0,0.0,0.0,0.0
3424,Espírito Santo,2020-03-11,0.5,0,0,0,0.0,0.0,0.0,0.0
3425,Espírito Santo,2020-03-12,0.5,0,0,0,0.0,0.0,0.0,0.0
3426,Espírito Santo,2020-03-13,0.5,0,0,0,0.0,0.0,0.0,0.0
3427,Espírito Santo,2020-03-14,0.5,0,0,0,0.0,0.0,0.0,0.0
3428,Espírito Santo,2020-03-15,0.5,0,0,0,0.0,0.0,0.0,0.0
3429,Espírito Santo,2020-03-16,0.5,0,0,0,0.0,0.0,0.0,0.0
3430,Espírito Santo,2020-03-17,0.5,0,0,0,0.0,0.0,0.0,0.0
3431,Espírito Santo,2020-03-18,4.5,4,0,0,0.5714285714285714,0.0,4.0,0.0
3432,Espírito Santo,2020-03-19,5.5,1,0,0,0.7142857142857143,0.0,5.0,0.0
3433,Espírito Santo,2020-03-20,6.5,1,0,0,0.8571428571428571,0.0,6.0,0.0
3434,Espírito Santo,2020-03-21,13.0,6,0,0,1.7142857142857142,0.0,12.0,0.0
3435,Espírito Santo,2020-03-22,13.0,0,0,0,1.7142857142857142,0.0,12.0,0.0
3436,Espírito Santo,2020-03-23,14.5,1,0,0,1.8571428571428572,0.0,13.0,0.0
3437,Espírito Santo,2020-03-24,16.5,2,0,0,2.142857142857143,0.0,15.0,0.0
3438,Espírito Santo,2020-03-25,19.5,3,0,0,2.0,0.0,14.0,0.0
3439,Espírito Santo,2020-03-26,19.5,0,0,0,1.8571428571428572,0.0,13.0,0.0
3440,Espírito Santo,2020-03-27,23.5,4,0,0,2.2857142857142856,0.0,16.0,0.0
3441,Espírito Santo,2020-03-28,53.0,29,0,0,5.571428571428571,0.0,39.0,0.0
3442,Espírito Santo,2020-03-29,60.0,7,0,0,6.571428571428571,0.0,46.0,0.0
3443,Espírito Santo,2020-03-30,72.0,12,0,0,8.142857142857142,0.0,57.0,0.0
3444,Espírito Santo,2020-03-31,84.0,12,0,0,9.571428571428571,0.0,67.0,0.0
3445,Espírito Santo,2020-04-01,96.0,12,0,0,10.857142857142858,0.0,76.0,0.0
3446,Espírito Santo,2020-04-02,120.0,24,1,1,14.285714285714286,0.14285714285714285,100.0,1.0
3447,Espírito Santo,2020-04-03,139.0,19,4,3,16.428571428571427,0.5714285714285714,115.0,4.0
3448,Espírito Santo,2020-04-04,153.0,14,5,1,14.285714285714286,0.7142857142857143,100.0,5.0
3449,Espírito Santo,2020-04-05,166.0,13,6,1,15.142857142857142,0.8571428571428571,106.0,6.0
3450,Espírito Santo,2020-04-06,194.0,28,6,0,17.428571428571427,0.8571428571428571,122.0,6.0
3451,Espírito Santo,2020-04-07,209.0,15,6,0,17.857142857142858,0.8571428571428571,125.0,6.0
3452,Espírito Santo,2020-04-08,227.0,18,6,0,18.714285714285715,0.8571428571428571,131.0,6.0
3453,Espírito Santo,2020-04-09,273.0,46,6,0,21.857142857142858,0.7142857142857143,153.0,5.0
3454,Espírito Santo,2020-04-10,300.0,27,7,1,23.0,0.42857142857142855,161.0,3.0
3455,Espírito Santo,2020-04-11,349.0,49,9,2,28.0,0.5714285714285714,196.0,4.0
3456,Espírito Santo,2020-04-12,383.0,34,9,0,31.0,0.42857142857142855,217.0,3.0
3457,Espírito Santo,2020-04-13,430.0,47,14,5,33.714285714285715,1.1428571428571428,236.0,8.0
3458,Espírito Santo,2020-04-14,463.0,33,17,3,36.285714285714285,1.5714285714285714,254.0,11.0
3459,Espírito Santo,2020-04-15,557.0,94,18,1,47.142857142857146,1.7142857142857142,330.0,12.0
3460,Espírito Santo,2020-04-16,757.0,200,23,5,69.14285714285714,2.4285714285714284,484.0,17.0
3461,Espírito Santo,2020-04-17,892.0,135,26,2,84.57142857142857,2.5714285714285716,592.0,18.0
3462,Espírito Santo,2020-04-18,1004.5,112,28,2,93.57142857142857,2.5714285714285716,655.0,18.0
3463,Espírito Santo,2020-04-19,1112.0,107,31,2,104.0,2.857142857142857,728.0,20.0
3464,Espírito Santo,2020-04-20,1166.0,54,33,2,105.0,2.4285714285714284,735.0,17.0
3465,Espírito Santo,2020-04-21,1230.5,64,34,1,109.42857142857143,2.142857142857143,766.0,15.0
3466,Espírito Santo,2020-04-22,1332.0,101,35,1,110.42857142857143,2.142857142857143,773.0,15.0
3467,Espírito Santo,2020-04-23,1363.0,31,42,6,86.28571428571429,2.2857142857142856,604.0,16.0
3468,Espírito Santo,2020-04-24,1438.5,75,44,2,77.71428571428571,2.2857142857142856,544.0,16.0
3469,Espírito Santo,2020-04-25,1603.0,164,49,4,85.14285714285714,2.5714285714285716,596.0,18.0
3470,Espírito Santo,2020-04-26,1714.0,111,53,4,85.71428571428571,2.857142857142857,600.0,20.0
3471,Espírito Santo,2020-04-27,1818.0,104,59,5,92.85714285714286,3.2857142857142856,650.0,23.0
3472,Espírito Santo,2020-04-28,1969.5,151,70,11,105.28571428571429,4.714285714285714,737.0,33.0
3473,Espírito Santo,2020-04-29,2164.0,194,79,9,118.57142857142857,5.857142857142857,830.0,41.0
3474,Espírito Santo,2020-04-30,2519.5,355,87,8,164.85714285714286,6.142857142857143,1154.0,43.0
3475,Espírito Santo,2020-05-01,2726.5,207,98,10,183.71428571428572,7.285714285714286,1286.0,51.0
3476,Espírito Santo,2020-05-02,2966.5,240,102,4,194.57142857142858,7.285714285714286,1362.0,51.0
3477,Espírito Santo,2020-05-03,3086.0,119,114,11,195.71428571428572,8.285714285714286,1370.0,58.0
3478,Espírito Santo,2020-05-04,3226.0,140,122,8,200.85714285714286,8.714285714285714,1406.0,61.0
3479,Espírito Santo,2020-05-05,3402.0,176,133,11,204.42857142857142,8.714285714285714,1431.0,61.0
3480,Espírito Santo,2020-05-06,3568.0,166,145,12,200.42857142857142,9.142857142857142,1403.0,64.0
3481,Espírito Santo,2020-05-07,3838.0,270,155,10,188.28571428571428,9.428571428571429,1318.0,66.0
3482,Espírito Santo,2020-05-08,4242.0,404,165,10,216.42857142857142,9.428571428571429,1515.0,66.0
3483,Espírito Santo,2020-05-09,4412.0,170,172,7,206.42857142857142,9.857142857142858,1445.0,69.0
3484,Espírito Santo,2020-05-10,4599.0,187,181,9,216.14285714285714,9.571428571428571,1513.0,67.0
3485,Espírito Santo,2020-05-11,4819.0,220,196,15,227.57142857142858,10.571428571428571,1593.0,74.0
3486,Espírito Santo,2020-05-12,5087.0,268,212,16,240.71428571428572,11.285714285714286,1685.0,79.0
3487,Espírito Santo,2020-05-13,5401.0,314,233,21,261.85714285714283,12.571428571428571,1833.0,88.0
3488,Espírito Santo,2020-05-14,5813.0,412,249,16,282.14285714285717,13.428571428571429,1975.0,94.0
3489,Espírito Santo,2020-05-15,6198.0,385,260,11,279.42857142857144,13.571428571428571,1956.0,95.0
3490,Espírito Santo,2020-05-16,6595.0,397,271,11,311.85714285714283,14.142857142857142,2183.0,99.0
3491,Espírito Santo,2020-05-17,6744.0,149,285,14,306.42857142857144,14.857142857142858,2145.0,104.0
3492,Espírito Santo,2020-05-18,7157.0,413,302,17,334.0,15.142857142857142,2338.0,106.0
3493,Espírito Santo,2020-05-19,7693.0,536,325,23,372.2857142857143,16.142857142857142,2606.0,113.0
3494,Espírito Santo,2020-05-20,8092.0,399,341,16,384.42857142857144,15.428571428571429,2691.0,108.0
3495,Espírito Santo,2020-05-21,8878.0,786,363,22,437.85714285714283,16.285714285714285,3065.0,114.0
3496,Espírito Santo,2020-05-22,9520.0,642,397,34,474.57142857142856,19.571428571428573,3322.0,137.0
3497,Espírito Santo,2020-05-23,9918.0,398,417,20,474.7142857142857,20.857142857142858,3323.0,146.0
3498,Espírito Santo,2020-05-24,10007.0,89,446,29,466.14285714285717,23.0,3263.0,161.0
3499,Espírito Santo,2020-05-25,10365.0,358,465,19,458.2857142857143,23.285714285714285,3208.0,163.0
3500,Espírito Santo,2020-05-26,10889.0,524,487,22,456.57142857142856,23.142857142857142,3196.0,162.0
3501,Espírito Santo,2020-05-27,11484.0,595,511,24,484.57142857142856,24.285714285714285,3392.0,170.0
3502,Espírito Santo,2020-05-28,12203.0,719,538,27,475.0,25.0,3325.0,175.0
3503,Espírito Santo,2020-05-29,12903.0,700,560,22,483.2857142857143,23.285714285714285,3383.0,163.0
3504,Espírito Santo,2020-05-30,13437.0,534,583,23,502.7142857142857,23.714285714285715,3519.0,166.0
3505,Espírito Santo,2020-05-31,13690.0,253,604,21,526.1428571428571,22.571428571428573,3683.0,158.0
3506,Espírito Santo,2020-06-01,14069.0,379,614,10,529.1428571428571,21.285714285714285,3704.0,149.0
3507,Espírito Santo,2020-06-02,15151.0,1082,664,50,608.8571428571429,25.285714285714285,4262.0,177.0
3508,Espírito Santo,2020-06-03,16121.0,970,698,34,662.4285714285714,26.714285714285715,4637.0,187.0
3509,Espírito Santo,2020-06-04,16894.0,773,737,39,670.1428571428571,28.428571428571427,4691.0,199.0
