estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily cases moving average,daily deaths moving average,sum_of_daily_cases_week,sum_of_daily_deaths_week
PE,25-02-2020,0,0,0,0,1096.5714285714287,37.285714285714285,6611.0,231.0
PE,26-02-2020,0,0,0,0,999.0714285714286,34.92857142857143,5342.0,187.0
PE,27-02-2020,0,0,0,0,878.0714285714286,32.714285714285715,4042.0,142.0
PE,28-02-2020,0,0,0,0,788.3571428571429,30.071428571428573,3224.0,111.0
PE,29-02-2020,0,0,0,0,715.1428571428571,25.857142857142858,2294.0,82.0
PE,01-03-2020,0,0,0,0,657.7142857142857,22.714285714285715,1154.0,41.0
PE,02-03-2020,0,0,0,0,572.4285714285714,19.571428571428573,0.0,0.0
PE,03-03-2020,0,0,0,0,472.2142857142857,16.5,0.0,0.0
PE,04-03-2020,0,0,0,0,381.57142857142856,13.357142857142858,0.0,0.0
PE,05-03-2020,0,0,0,0,288.7142857142857,10.142857142857142,0.0,0.0
PE,06-03-2020,0,0,0,0,230.28571428571428,7.928571428571429,0.0,0.0
PE,07-03-2020,0,0,0,0,163.85714285714286,5.857142857142857,0.0,0.0
PE,08-03-2020,0,0,0,0,82.42857142857143,2.9285714285714284,0.0,0.0
PE,09-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
PE,10-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
PE,11-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
PE,12-03-2020,1,1,0,0,0.07142857142857142,0.0,1.0,0.0
PE,13-03-2020,1,0,0,0,0.07142857142857142,0.0,1.0,0.0
PE,14-03-2020,1,0,0,0,0.07142857142857142,0.0,1.0,0.0
PE,15-03-2020,1,0,0,0,0.07142857142857142,0.0,1.0,0.0
PE,16-03-2020,1,0,0,0,0.07142857142857142,0.0,1.0,0.0
PE,17-03-2020,8,7,0,0,0.5714285714285714,0.0,8.0,0.0
PE,18-03-2020,8,0,0,0,0.5714285714285714,0.0,8.0,0.0
PE,19-03-2020,14,6,0,0,1.0,0.0,13.0,0.0
PE,20-03-2020,15,1,0,0,1.0714285714285714,0.0,14.0,0.0
PE,21-03-2020,15,0,0,0,1.0714285714285714,0.0,14.0,0.0
PE,22-03-2020,18,3,0,0,1.2857142857142858,0.0,17.0,0.0
PE,23-03-2020,21,2,0,0,1.4285714285714286,0.0,19.0,0.0
PE,24-03-2020,21,0,0,0,1.4285714285714286,0.0,12.0,0.0
PE,25-03-2020,23,2,0,0,1.5714285714285714,0.0,14.0,0.0
PE,26-03-2020,24,1,1,1,1.5714285714285714,0.07142857142857142,9.0,1.0
PE,27-03-2020,28,4,2,0,1.8571428571428572,0.07142857142857142,12.0,1.0
PE,28-03-2020,68,40,5,3,4.714285714285714,0.2857142857142857,52.0,4.0
PE,29-03-2020,73,5,5,0,5.071428571428571,0.2857142857142857,54.0,4.0
PE,30-03-2020,78,5,6,1,5.428571428571429,0.35714285714285715,57.0,5.0
PE,31-03-2020,87,9,6,0,5.571428571428571,0.35714285714285715,66.0,5.0
PE,01-04-2020,95,8,8,2,6.142857142857143,0.5,72.0,7.0
PE,02-04-2020,106,11,9,1,6.5,0.5714285714285714,82.0,7.0
PE,03-04-2020,136,30,10,1,8.571428571428571,0.6428571428571429,108.0,8.0
PE,04-04-2020,176,40,14,4,11.428571428571429,0.9285714285714286,108.0,9.0
PE,05-04-2020,201,25,21,7,13.0,1.4285714285714286,128.0,16.0
PE,06-04-2020,223,22,30,9,14.428571428571429,2.0714285714285716,145.0,24.0
PE,07-04-2020,352,129,34,4,23.642857142857142,2.357142857142857,265.0,28.0
PE,08-04-2020,401,49,46,12,27.0,3.2142857142857144,306.0,38.0
PE,09-04-2020,555,154,56,10,37.92857142857143,3.857142857142857,449.0,47.0
PE,10-04-2020,684,129,65,9,46.857142857142854,4.5,548.0,55.0
PE,11-04-2020,816,132,72,7,53.42857142857143,4.785714285714286,640.0,58.0
PE,12-04-2020,960,144,85,13,63.357142857142854,5.714285714285714,759.0,64.0
PE,13-04-2020,1154,194,102,17,76.85714285714286,6.857142857142857,931.0,72.0
PE,14-04-2020,1284,130,115,13,85.5,7.785714285714286,932.0,81.0
PE,15-04-2020,1484,200,143,28,99.21428571428571,9.642857142857142,1083.0,97.0
PE,16-04-2020,1683,199,160,17,112.64285714285714,10.785714285714286,1128.0,104.0
PE,17-04-2020,2006,323,186,26,133.57142857142858,12.571428571428571,1322.0,121.0
PE,18-04-2020,2193,187,205,19,144.07142857142858,13.642857142857142,1377.0,133.0
PE,19-04-2020,2459,266,216,11,161.28571428571428,13.928571428571429,1499.0,131.0
PE,20-04-2020,2690,231,234,18,176.21428571428572,14.571428571428571,1536.0,132.0
PE,21-04-2020,2908,218,260,26,182.57142857142858,16.142857142857142,1624.0,145.0
PE,22-04-2020,3298,390,282,22,206.92857142857142,16.857142857142858,1814.0,139.0
PE,23-04-2020,3561,263,312,30,214.71428571428572,18.285714285714285,1878.0,152.0
PE,24-04-2020,3999,437,352,40,236.71428571428572,20.5,1992.0,166.0
PE,25-04-2020,4507,508,381,29,263.57142857142856,22.071428571428573,2313.0,176.0
PE,26-04-2020,4898,391,415,34,281.2142857142857,23.571428571428573,2438.0,199.0
PE,27-04-2020,5358,460,450,35,300.2142857142857,24.857142857142858,2667.0,216.0
PE,28-04-2020,5724,366,508,58,317.07142857142856,28.071428571428573,2815.0,248.0
PE,29-04-2020,6194,470,538,30,336.35714285714283,28.214285714285715,2895.0,256.0
PE,30-04-2020,6876,682,565,27,370.85714285714283,28.928571428571427,3314.0,253.0
PE,01-05-2020,7334,458,603,38,380.5,29.785714285714285,3335.0,251.0
PE,02-05-2020,8145,811,628,25,425.07142857142856,30.214285714285715,3638.0,247.0
PE,03-05-2020,8643,498,652,24,441.64285714285717,31.142857142857142,3745.0,237.0
PE,04-05-2020,8863,220,691,39,440.85714285714283,32.642857142857146,3505.0,241.0
PE,05-05-2020,9325,462,749,58,458.2857142857143,34.92857142857143,3601.0,241.0
PE,06-05-2020,9881,556,803,54,470.14285714285717,37.214285714285715,3687.0,265.0
