index,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily_cases_moving_average,daily_deaths_moving_average,sum_of_daily_cases_week,sum_of_daily_deaths_week
714615,2020-12-13,6901952.0,21825,181402,279,42630.28571428572,637.2857142857143,298412.0,4461.0
714616,2020-12-14,6927145.0,25193,181835,433,43319.142857142855,645.4285714285714,303234.0,4518.0
714617,2020-12-15,6970034.0,42889,182799,964,42147.857142857145,662.8571428571429,295035.0,4640.0
714618,2020-12-16,7040608.0,70574,183735,936,44593.71428571428,677.1428571428571,312156.0,4740.0
714619,2020-12-17,7110434.0,69826,184827,1092,46947.857142857145,723.1428571428571,328635.0,5062.0
714620,2020-12-18,7162978.0,52544,185650,823,46678.71428571428,744.7142857142857,326751.0,5213.0
714621,2020-12-19,7213155.0,50177,186356,706,47575.42857142857,747.5714285714286,333028.0,5233.0
714622,2020-12-20,7238600.0,25445,186764,408,48092.57142857143,766.0,336648.0,5362.0
714623,2020-12-21,7263619.0,25019,187291,527,48067.71428571428,779.4285714285714,336474.0,5456.0
714624,2020-12-22,7318821.0,55202,188259,968,49826.71428571428,780.0,348787.0,5460.0
714625,2020-12-23,7365517.0,46696,189220,961,46415.57142857143,783.5714285714286,324909.0,5485.0
714626,2020-12-24,7425593.0,60076,190006,786,45022.71428571428,739.8571428571429,315159.0,5179.0
714627,2020-12-24,7425593.0,0,190006,0,37516.42857142857,622.2857142857143,262615.0,4356.0
714628,2020-12-25,7448560.0,22967,190488,482,33629.28571428572,590.2857142857143,235405.0,4132.0
714629,2020-12-26,7465806.0,17246,190795,307,32458.0,575.8571428571429,227206.0,4031.0
714630,2020-12-27,7484285.0,18479,191139,344,31523.714285714286,549.7142857142857,220666.0,3848.0
714631,2020-12-28,7504833.0,20548,191570,431,26573.14285714286,473.0,186012.0,3311.0
714632,2020-12-29,7563551.0,58718,192681,1111,28290.571428571428,494.42857142857144,198034.0,3461.0
714633,2020-12-30,7619200.0,55649,193875,1194,27658.14285714286,552.7142857142857,193607.0,3869.0
714634,2020-12-31,7675973.0,56773,194949,1074,35768.57142857143,706.1428571428571,250380.0,4943.0
1574189,2021-01-01,7700578.0,24605,195411,462,36002.57142857143,703.2857142857143,252018.0,4923.0
1574190,2021-01-02,7716405.0,15827,195725,314,35799.857142857145,704.2857142857143,250599.0,4930.0
1574191,2021-01-03,7733746.0,17341,196018,293,35637.28571428572,697.0,249461.0,4879.0
1574192,2021-01-04,7753752.0,20006,196561,543,35559.857142857145,713.0,248919.0,4991.0
1574193,2021-01-05,7810400.0,56648,197732,1171,35264.142857142855,721.5714285714286,246849.0,5051.0
1574194,2021-01-06,7873830.0,63430,198974,1242,36375.71428571428,728.4285714285714,254630.0,5099.0
1574195,2021-01-07,7961673.0,87843,200498,1524,40814.28571428572,792.7142857142857,285700.0,5549.0
1574196,2021-01-08,8013708.0,52035,201460,962,44732.857142857145,864.1428571428571,313130.0,6049.0
1574197,2021-01-09,8075998.0,62290,202631,1171,51370.42857142857,986.5714285714286,359593.0,6906.0
1574198,2021-01-10,8105790.0,29792,203100,469,53149.142857142855,1011.7142857142857,372044.0,7082.0
1574199,2021-01-11,8131612.0,25822,203580,480,53980.0,1002.7142857142857,377860.0,7019.0
1574200,2021-01-12,8195637.0,64025,204690,1110,55033.857142857145,994.0,385237.0,6958.0
1574201,2021-01-13,8256536.0,60899,205964,1274,54672.28571428572,998.5714285714286,382706.0,6990.0
1574202,2021-01-13,8256536.0,0,205964,0,42123.28571428572,780.8571428571429,294863.0,5466.0
1574203,2021-01-14,8324294.0,67758,207095,1131,44369.42857142857,805.0,310586.0,5635.0
1574204,2021-01-15,8393492.0,69198,208246,1151,45356.28571428572,802.1428571428571,317494.0,5615.0
1574205,2021-01-16,8455059.0,61567,209296,1050,49895.57142857143,885.1428571428571,349269.0,6196.0
1574206,2021-01-17,8488099.0,33040,209847,551,50926.71428571428,895.2857142857143,356487.0,6267.0
1574207,2021-01-18,8511770.0,23671,210299,452,45161.857142857145,801.2857142857143,316133.0,5609.0
1574208,2021-01-19,8573864.0,62094,211491,1192,45332.57142857143,789.5714285714286,317328.0,5527.0
1574209,2021-01-20,8638249.0,64385,212831,1340,54530.42857142857,981.0,381713.0,6867.0
1574210,2021-01-21,8697368.0,59119,214147,1316,53296.28571428572,1007.4285714285714,373074.0,7052.0
1574211,2021-01-22,8753920.0,56552,215243,1096,51489.71428571428,999.5714285714286,360428.0,6997.0
1574212,2021-01-23,8816254.0,62334,216445,1202,51599.28571428572,1021.2857142857143,361195.0,7149.0
1574213,2021-01-24,8844577.0,28323,217037,592,50925.42857142857,1027.142857142857,356478.0,7190.0
1574214,2021-01-25,8871393.0,26816,217664,627,51374.71428571428,1052.142857142857,359623.0,7365.0
1574215,2021-01-26,8933356.0,61963,218878,1214,51356.0,1055.2857142857142,359492.0,7387.0
1574216,2021-01-27,8996876.0,63520,220161,1283,51232.42857142857,1047.142857142857,358627.0,7330.0
1574217,2021-01-28,9058687.0,61811,221547,1386,51617.0,1057.142857142857,361319.0,7400.0
1574218,2021-01-29,9118513.0,59826,222666,1119,52084.71428571428,1060.4285714285713,364593.0,7423.0
1574219,2021-01-30,9176975.0,58462,223945,1279,51531.57142857143,1071.4285714285713,360721.0,7500.0
1574220,2021-01-31,9204731.0,27756,224504,559,51450.57142857143,1066.7142857142858,360154.0,7467.0
1574221,2021-02-01,9229322.0,24591,225099,595,51132.71428571428,1062.142857142857,357929.0,7435.0
1574222,2021-02-02,9283418.0,54096,226309,1210,50008.857142857145,1061.5714285714287,350062.0,7431.0
1574223,2021-02-03,9339420.0,56002,227563,1254,48934.857142857145,1057.4285714285713,342544.0,7402.0
1574224,2021-02-04,9396293.0,56873,228795,1232,48229.42857142857,1035.4285714285713,337606.0,7248.0
1574225,2021-02-05,9447165.0,50872,230034,1239,46950.28571428572,1052.5714285714287,328652.0,7368.0
1574226,2021-02-06,9497795.0,50630,231012,978,45831.42857142857,1009.5714285714286,320820.0,7067.0
1574227,2021-02-07,9524640.0,26845,231534,522,45701.28571428572,1004.2857142857143,319909.0,7030.0
1574228,2021-02-08,9548079.0,23439,232170,636,45536.71428571428,1010.1428571428571,318757.0,7071.0
1574229,2021-02-09,9599565.0,51486,233520,1350,45163.857142857145,1030.142857142857,316147.0,7211.0
1574230,2021-02-10,9659167.0,59602,234850,1330,45678.142857142855,1041.0,319747.0,7287.0
1574231,2021-02-11,9713909.0,54742,236201,1351,45373.71428571428,1058.0,317616.0,7406.0
1574232,2021-02-12,9765455.0,51546,237489,1288,45470.0,1065.0,318290.0,7455.0
1574233,2021-02-13,9809754.0,44299,238532,1043,44565.57142857143,1074.2857142857142,311959.0,7520.0
1574234,2021-02-14,9834513.0,24759,239245,713,44267.57142857143,1101.5714285714287,309873.0,7711.0
1574235,2021-02-15,9866710.0,32197,239773,528,45518.71428571428,1086.142857142857,318631.0,7603.0
1574236,2021-02-16,9921981.0,55271,240940,1167,46059.42857142857,1060.0,322416.0,7420.0
1574237,2021-02-17,9978747.0,56766,242090,1150,45654.28571428572,1034.2857142857142,319580.0,7240.0
1574238,2021-02-18,10030626.0,51879,243457,1367,45245.28571428572,1036.5714285714287,316717.0,7256.0
1574239,2021-02-19,10081676.0,51050,244765,1308,45174.42857142857,1039.4285714285713,316221.0,7276.0
1574240,2021-02-20,10139148.0,57472,245977,1212,47056.28571428572,1063.5714285714287,329394.0,7445.0
1574241,2021-02-21,10168174.0,29026,246504,527,47665.857142857145,1037.0,333661.0,7259.0
1574242,2021-02-22,10195160.0,26986,247143,639,46921.42857142857,1052.857142857143,328450.0,7370.0
1574243,2021-02-23,10257875.0,62715,248529,1386,47984.857142857145,1084.142857142857,335894.0,7589.0
1574244,2021-02-24,10324463.0,66588,249957,1428,49388.0,1123.857142857143,345716.0,7867.0
1574245,2021-02-25,10390461.0,65998,251498,1541,51405.0,1148.7142857142858,359835.0,8041.0
1574246,2021-02-26,10455630.0,65169,252835,1337,53422.0,1152.857142857143,373954.0,8070.0
1574247,2021-02-27,10517232.0,61602,254221,1386,54012.0,1177.7142857142858,378084.0,8244.0
1574248,2021-02-28,10551259.0,34027,254942,721,54726.42857142857,1205.4285714285713,383085.0,8438.0
1574249,2021-03-01,10587001.0,35742,255720,778,55977.28571428572,1225.2857142857142,391841.0,8577.0
1574250,2021-03-02,10646926.0,59925,257361,1641,55578.71428571428,1261.7142857142858,389051.0,8832.0
1574251,2021-03-03,10718630.0,71704,259271,1910,56309.57142857143,1330.5714285714287,394167.0,9314.0
1574252,2021-03-04,10793732.0,75102,260970,1699,57610.142857142855,1353.142857142857,403271.0,9472.0
1574253,2021-03-05,10869227.0,75495,262770,1800,59085.28571428572,1419.2857142857142,413597.0,9935.0
1574254,2021-03-06,10938836.0,69609,264325,1555,60229.142857142855,1443.4285714285713,421604.0,10104.0
1574255,2021-03-07,11019344.0,80508,265411,1086,66869.28571428571,1495.5714285714287,468085.0,10469.0
1574256,2021-03-08,11051665.0,32321,266398,987,66380.57142857143,1525.4285714285713,464664.0,10678.0
1574257,2021-03-09,11122429.0,70764,268370,1972,67929.0,1572.7142857142858,475503.0,11009.0
1574258,2021-03-10,11202305.0,79876,270656,2286,69096.42857142857,1626.4285714285713,483675.0,11385.0
1574259,2021-03-11,11277717.0,75412,272889,2233,69140.71428571429,1702.7142857142858,483985.0,11919.0
1574260,2021-03-12,11363380.0,85663,275105,2216,70593.28571428571,1762.142857142857,494153.0,12335.0
1574261,2021-03-13,11439558.0,76178,277102,1997,71531.71428571429,1825.2857142857142,500722.0,12777.0
1574262,2021-03-14,11483370.0,43812,278229,1127,66289.42857142857,1831.142857142857,464026.0,12818.0
1574263,2021-03-15,11519609.0,36239,279286,1057,66849.14285714286,1841.142857142857,467944.0,12888.0
1574264,2021-03-16,11603535.0,83926,282127,2841,68729.42857142857,1965.2857142857142,481106.0,13757.0
1574265,2021-03-17,11693838.0,90303,284775,2648,70219.0,2017.0,491533.0,14119.0
1574266,2021-03-18,11780820.0,86982,287499,2724,71871.85714285714,2087.1428571428573,503103.0,14610.0
1574267,2021-03-19,11871390.0,90570,290314,2815,72572.85714285714,2172.714285714286,508010.0,15209.0
1574268,2021-03-20,11950459.0,79069,292752,2438,72985.85714285714,2235.714285714286,510901.0,15650.0
1574269,2021-03-21,11998233.0,47774,294042,1290,73551.85714285714,2259.0,514863.0,15813.0
1574270,2021-03-22,12047526.0,49293,295425,1383,75416.71428571429,2305.5714285714284,527917.0,16139.0
1574271,2021-03-23,12130019.0,82493,298676,3251,75212.0,2364.1428571428573,526484.0,16549.0
1574272,2021-03-24,12220011.0,89992,300685,2009,75167.57142857143,2272.8571428571427,526173.0,15910.0
1574273,2021-03-25,12320169.0,100158,303462,2777,77049.85714285714,2280.4285714285716,539349.0,15963.0
1574274,2021-03-26,12404414.0,84245,307112,3650,76146.28571428571,2399.714285714286,533024.0,16798.0
1574275,2021-03-27,12490362.0,85948,310550,3438,77129.0,2542.5714285714284,539903.0,17798.0
1574276,2021-03-28,12534688.0,44326,312206,1656,76636.42857142857,2594.8571428571427,536455.0,18164.0
1574277,2021-03-29,12573615.0,38927,313866,1660,75155.57142857143,2634.4285714285716,526089.0,18441.0
1574278,2021-03-30,12658109.0,84494,317646,3780,75441.42857142857,2710.0,528090.0,18970.0
1574279,2021-03-31,12748747.0,90638,321515,3869,75533.71428571429,2975.714285714286,528736.0,20830.0
1574280,2021-04-01,12839844.0,91097,325284,3769,74239.28571428571,3117.4285714285716,519675.0,21822.0
1574281,2021-04-02,12910082.0,70238,328206,2922,72238.28571428571,3013.4285714285716,505668.0,21094.0
1574282,2021-04-03,12953597.0,43515,330193,1987,66176.42857142857,2806.1428571428573,463235.0,19643.0
1574283,2021-04-04,12984956.0,31359,331433,1240,64324.0,2746.714285714286,450268.0,19227.0
1574284,2021-04-05,13013601.0,28645,332752,1319,62855.142857142855,2698.0,439986.0,18886.0
1574285,2021-04-06,13100580.0,86979,336947,4195,63210.142857142855,2757.285714285714,442471.0,19301.0
1574286,2021-04-07,13193205.0,92625,340776,3829,63494.0,2751.5714285714284,444458.0,19261.0
1574287,2021-04-08,13279857.0,86652,345025,4249,62859.0,2820.1428571428573,440013.0,19741.0
1574288,2021-04-09,13373174.0,93317,348718,3693,66156.0,2930.285714285714,463092.0,20512.0
1574289,2021-04-10,13445006.0,71832,351334,2616,70201.28571428571,3020.1428571428573,491409.0,21141.0
1574290,2021-04-11,13482023.0,37017,353137,1803,71009.57142857143,3100.5714285714284,497067.0,21704.0
1574291,2021-04-12,13517808.0,35785,354617,1480,72029.57142857143,3123.5714285714284,504207.0,21865.0
1574292,2021-04-13,13599994.0,82186,358425,3808,71344.85714285714,3068.285714285714,499414.0,21478.0
1574293,2021-04-14,13673507.0,73513,361884,3459,68614.57142857143,3015.4285714285716,480302.0,21108.0
1574294,2021-04-15,13746681.0,73174,365444,3560,66689.14285714286,2917.0,466824.0,20419.0
1574295,2021-04-16,13832455.0,85774,368749,3305,65611.57142857143,2861.5714285714284,459281.0,20031.0
1574296,2021-04-17,13900091.0,67636,371678,2929,65012.142857142855,2906.285714285714,455085.0,20344.0
1574297,2021-04-18,13943071.0,42980,373335,1657,65864.0,2885.4285714285716,461048.0,20198.0
1574298,2021-04-19,13973695.0,30624,374682,1347,65126.71428571428,2866.4285714285716,455887.0,20065.0
1574299,2021-04-20,14043076.0,69381,378003,3321,63297.42857142857,2796.8571428571427,443082.0,19578.0
1574300,2021-04-21,14122795.0,79719,381475,3472,64184.0,2798.714285714286,449288.0,19591.0
1574301,2021-04-22,14167973.0,45178,383502,2027,60184.57142857143,2579.714285714286,421292.0,18058.0
1574302,2021-04-23,14237078.0,69105,386416,2914,57803.28571428572,2523.8571428571427,404623.0,17667.0
1574303,2021-04-24,14308215.0,71137,389492,3076,58303.42857142857,2544.8571428571427,408124.0,17814.0
1574304,2021-04-25,14340787.0,32572,390797,1305,56816.57142857143,2494.5714285714284,397716.0,17462.0
1574305,2021-04-26,14369423.0,28636,391936,1139,56532.57142857143,2464.8571428571427,395728.0,17254.0
1574306,2021-04-27,14441563.0,72140,395022,3086,56926.71428571428,2431.285714285714,398487.0,17019.0
1574307,2021-04-28,14521289.0,79726,398185,3163,56927.71428571428,2387.1428571428573,398494.0,16710.0
1574308,2021-04-29,14590678.0,69389,401186,3001,60386.42857142857,2526.285714285714,422705.0,17684.0
1574309,2021-04-30,14659011.0,68333,403781,2595,60276.142857142855,2480.714285714286,421933.0,17365.0
1574310,2021-05-01,14725975.0,66964,406437,2656,59680.0,2420.714285714286,417760.0,16945.0
1574311,2021-05-02,14754910.0,28935,407639,1202,59160.42857142857,2406.0,414123.0,16842.0
1574312,2021-05-03,14779529.0,24619,408622,983,58586.57142857143,2383.714285714286,410106.0,16686.0
1574313,2021-05-04,14856888.0,77359,411588,2966,59332.142857142855,2366.5714285714284,415325.0,16566.0
1574314,2021-05-05,14930183.0,73295,414399,2811,58413.42857142857,2316.285714285714,408894.0,16214.0
1574315,2021-05-06,15003563.0,73380,416949,2550,58983.57142857143,2251.8571428571427,412885.0,15763.0
1574316,2021-05-07,15082449.0,78886,419114,2165,60491.142857142855,2190.4285714285716,423438.0,15333.0
1574317,2021-05-08,15145879.0,63430,421316,2202,59986.28571428572,2125.5714285714284,419904.0,14879.0
1574318,2021-05-09,15184790.0,38911,422340,1024,61411.42857142857,2100.1428571428573,429880.0,14701.0
1574319,2021-05-10,15209990.0,25200,423229,889,61494.42857142857,2086.714285714286,430461.0,14607.0
1574320,2021-05-11,15282705.0,72715,425540,2311,60831.0,1993.142857142857,425817.0,13952.0
1574321,2021-05-12,15359397.0,76692,428034,2494,61316.28571428572,1947.857142857143,429214.0,13635.0
1574322,2021-05-13,15433989.0,74592,430417,2383,61489.42857142857,1924.0,430426.0,13468.0
1574323,2021-05-14,15519525.0,85536,432628,2211,62439.42857142857,1930.5714285714287,437076.0,13514.0
1574324,2021-05-15,15586534.0,67009,434715,2087,62950.71428571428,1914.142857142857,440655.0,13399.0
1574325,2021-05-16,15627475.0,40941,435751,1036,63240.71428571428,1915.857142857143,442685.0,13411.0
1574326,2021-05-17,15657391.0,29916,436537,786,63914.42857142857,1901.142857142857,447401.0,13308.0
1574327,2021-05-18,15732836.0,75445,439050,2513,64304.42857142857,1930.0,450131.0,13510.0
1574328,2021-05-19,15812055.0,79219,441691,2641,64665.42857142857,1951.0,452658.0,13657.0
1574329,2021-05-20,15894094.0,82039,444094,2403,65729.28571428571,1953.857142857143,460105.0,13677.0
1574330,2021-05-21,15970949.0,76855,446309,2215,64489.142857142855,1954.4285714285713,451424.0,13681.0
1574331,2021-05-22,16047439.0,76490,448208,1899,65843.57142857143,1927.5714285714287,460905.0,13493.0
1574332,2021-05-23,16083258.0,35819,449068,860,65111.857142857145,1902.4285714285713,455783.0,13317.0
1574333,2021-05-24,16120756.0,37498,449858,790,66195.0,1903.0,463365.0,13321.0
1574334,2021-05-25,16194209.0,73453,452031,2173,65910.42857142857,1854.4285714285713,461373.0,12981.0
1574335,2021-05-26,16274695.0,80486,454429,2398,66091.42857142857,1819.7142857142858,462640.0,12738.0
1574336,2021-05-27,16342162.0,67467,456674,2245,64009.71428571428,1797.142857142857,448068.0,12580.0
1574337,2021-05-28,16391930.0,49768,459045,2371,60140.142857142855,1819.4285714285713,420981.0,12736.0
1574338,2021-05-29,16471600.0,79670,461057,2012,60594.42857142857,1835.5714285714287,424161.0,12849.0
1574339,2021-05-30,16515120.0,43520,461931,874,61694.57142857143,1837.5714285714287,431862.0,12863.0
1574340,2021-05-31,16545554.0,30434,462791,860,60685.42857142857,1847.5714285714287,424798.0,12933.0
1574341,2021-06-01,16624480.0,78926,465199,2408,61467.28571428572,1881.142857142857,430271.0,13168.0
1574342,2021-06-02,16720081.0,95601,467706,2507,63626.57142857143,1896.7142857142858,445386.0,13277.0
1574343,2021-06-03,16803472.0,83391,469388,1682,65901.42857142857,1816.2857142857142,461310.0,12714.0
1574344,2021-06-04,16841408.0,37936,470842,1454,64211.142857142855,1685.2857142857142,449478.0,11797.0
1574345,2021-06-05,16907425.0,66017,472531,1689,62260.71428571428,1639.142857142857,435825.0,11474.0
1574346,2021-06-06,16947062.0,39637,473404,873,61706.0,1639.0,431942.0,11473.0
1574347,2021-06-07,16984218.0,37156,474414,1010,62666.28571428572,1660.4285714285713,438664.0,11623.0
1574348,2021-06-08,17037129.0,52911,476792,2378,58949.857142857145,1656.142857142857,412649.0,11593.0
1574349,2021-06-09,17122877.0,85748,479515,2723,57542.28571428572,1687.0,402796.0,11809.0
1574350,2021-06-10,17210969.0,88092,482019,2504,58213.857142857145,1804.4285714285713,407497.0,12631.0
