index,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily_cases_moving_average,daily_deaths_moving_average,sum_of_daily_cases_week,sum_of_daily_deaths_week
49,2020-04-14,25262.0,1832,1532,204,1649.2857142857142,123.57142857142857,11545.0,865.0
50,2020-04-15,28320.0,3058,1736,204,1770.4285714285713,133.71428571428572,12393.0,936.0
51,2020-04-16,30425.0,2105,1924,188,1795.4285714285713,140.42857142857142,12568.0,983.0
52,2020-04-17,33682.0,3257,2141,217,2006.2857142857142,155.0,14044.0,1085.0
53,2020-04-18,36599.0,2917,2347,206,2267.4285714285716,174.71428571428572,15872.0,1223.0
54,2020-04-19,38654.0,2055,2462,115,2355.0,177.0,16485.0,1239.0
55,2020-04-20,40581.0,1927,2575,113,2450.1428571428573,178.14285714285714,17151.0,1247.0
56,2020-04-21,43079.0,2498,2741,166,2545.285714285714,172.71428571428572,17817.0,1209.0
57,2020-04-22,45757.0,2678,2906,165,2491.0,167.14285714285714,17437.0,1170.0
58,2020-04-23,49492.0,3735,3313,407,2723.8571428571427,198.42857142857142,19067.0,1389.0
59,2020-04-24,52995.0,3503,3670,357,2759.0,218.42857142857142,19313.0,1529.0
60,2020-04-25,58509.0,5514,4016,346,3130.0,238.42857142857142,21910.0,1669.0
61,2020-04-26,61888.0,3379,4205,189,3319.1428571428573,249.0,23234.0,1743.0
62,2020-04-27,66501.0,4613,4543,338,3702.8571428571427,281.14285714285717,25920.0,1968.0
63,2020-04-28,71886.0,5385,5017,474,4115.285714285715,325.14285714285717,28807.0,2276.0
64,2020-04-29,78162.0,6276,5466,449,4629.285714285715,365.7142857142857,32405.0,2560.0
65,2020-04-30,85380.0,7218,5901,435,5126.857142857143,369.7142857142857,35888.0,2588.0
66,2020-05-01,91299.0,5919,6329,428,5472.0,379.85714285714283,38304.0,2659.0
67,2020-05-02,96396.0,5097,6724,395,5412.428571428572,386.85714285714283,37887.0,2708.0
68,2020-05-03,101147.0,4751,7025,301,5608.428571428572,402.85714285714283,39259.0,2820.0
69,2020-05-04,107780.0,6633,7321,296,5897.0,396.85714285714283,41279.0,2778.0
70,2020-05-05,114715.0,6935,7921,600,6118.428571428572,414.85714285714283,42829.0,2904.0
71,2020-05-06,125218.0,10503,8535,614,6722.285714285715,438.42857142857144,47056.0,3069.0
72,2020-05-07,135106.0,9888,9146,611,7103.714285714285,463.57142857142856,49726.0,3245.0
73,2020-05-08,145328.0,10222,9895,749,7718.428571428572,509.42857142857144,54029.0,3566.0
74,2020-05-09,155939.0,10611,10627,732,8506.142857142857,557.5714285714286,59543.0,3903.0
75,2020-05-10,162699.0,6760,11123,496,8793.142857142857,585.4285714285714,61552.0,4098.0
76,2020-05-11,168331.0,5632,11519,396,8650.142857142857,599.7142857142857,60551.0,4198.0
77,2020-05-12,177589.0,9258,12400,881,8982.0,639.8571428571429,62874.0,4479.0
78,2020-05-13,188974.0,11385,13149,749,9108.0,659.1428571428571,63756.0,4614.0
79,2020-05-14,202918.0,13944,13993,844,9687.42857142857,692.4285714285714,67812.0,4847.0
80,2020-05-15,218223.0,15305,14817,824,10413.57142857143,703.1428571428571,72895.0,4922.0
81,2020-05-16,233142.0,14919,15633,816,11029.0,715.1428571428571,77203.0,5006.0
82,2020-05-17,241080.0,7938,16118,485,11197.285714285714,713.5714285714286,78381.0,4995.0
83,2020-05-18,254220.0,13140,16792,674,12269.857142857143,753.2857142857143,85889.0,5273.0
84,2020-05-19,271628.0,17408,17971,1179,13434.142857142857,795.8571428571429,94039.0,5571.0
85,2020-05-20,291579.0,19951,18859,888,14657.857142857143,815.7142857142857,102605.0,5710.0
86,2020-05-21,310087.0,18508,20047,1188,15309.857142857143,864.8571428571429,107169.0,6054.0
87,2020-05-22,330890.0,20803,21046,999,16095.285714285714,889.8571428571429,112667.0,6229.0
88,2020-05-23,347398.0,16508,22013,967,16322.285714285714,911.4285714285714,114256.0,6380.0
89,2020-05-24,363211.0,15813,22666,653,17447.285714285714,935.4285714285714,122131.0,6548.0
90,2020-05-25,374898.0,11687,23473,807,17239.714285714286,954.4285714285714,120678.0,6681.0
91,2020-05-26,391222.0,16324,24512,1039,17084.85714285714,934.4285714285714,119594.0,6541.0
92,2020-05-27,411821.0,20599,25598,1086,17177.428571428572,962.7142857142857,120242.0,6739.0
93,2020-05-28,438238.0,26417,26754,1156,18307.285714285714,958.1428571428571,128151.0,6707.0
94,2020-05-29,465166.0,26928,27878,1124,19182.285714285714,976.0,134276.0,6832.0
95,2020-05-30,498440.0,33274,28834,956,21577.428571428572,974.4285714285714,151042.0,6821.0
96,2020-05-31,514200.0,15760,29314,480,21569.85714285714,949.7142857142857,150989.0,6648.0
97,2020-06-01,526447.0,12247,29937,623,21649.85714285714,923.4285714285714,151549.0,6464.0
98,2020-06-02,555383.0,28936,31199,1262,23451.571428571428,955.2857142857143,164161.0,6687.0
99,2020-06-03,584016.0,28633,32548,1349,24599.285714285714,992.8571428571429,172195.0,6950.0
100,2020-06-04,614941.0,30925,34021,1473,25243.285714285714,1038.142857142857,176703.0,7267.0
101,2020-06-05,645771.0,30830,35026,1005,25800.714285714286,1021.1428571428571,180605.0,7148.0
102,2020-06-06,672846.0,27075,35930,904,24915.14285714286,1013.7142857142857,174406.0,7096.0
103,2020-06-07,691758.0,18912,36455,525,25365.428571428572,1020.1428571428571,177558.0,7141.0
104,2020-06-08,707412.0,15654,37134,679,25852.14285714286,1028.142857142857,180965.0,7197.0
105,2020-06-09,739503.0,32091,38406,1272,26302.85714285714,1029.5714285714287,184120.0,7207.0
106,2020-06-10,772416.0,32913,39680,1274,26914.285714285714,1018.8571428571429,188400.0,7132.0
107,2020-06-11,802828.0,30412,40919,1239,26841.0,985.4285714285714,187887.0,6898.0
108,2020-06-12,828810.0,25982,41828,909,26148.428571428572,971.7142857142857,183039.0,6802.0
109,2020-06-13,850514.0,21704,42720,892,25381.14285714286,970.0,177668.0,6790.0
110,2020-06-14,867624.0,17110,43332,612,25123.714285714286,982.4285714285714,175866.0,6877.0
111,2020-06-15,888271.0,20647,43959,627,25837.0,975.0,180859.0,6825.0
112,2020-06-16,923189.0,34918,45241,1282,26240.85714285714,976.4285714285714,183686.0,6835.0
113,2020-06-17,955377.0,32188,46510,1269,26137.285714285714,975.7142857142857,182961.0,6830.0
114,2020-06-18,978142.0,22765,47748,1238,25044.85714285714,975.5714285714286,175314.0,6829.0
115,2020-06-19,1032913.0,54771,48954,1206,29157.571428571428,1018.0,204103.0,7126.0
116,2020-06-20,1067579.0,34666,49976,1022,31009.285714285714,1036.5714285714287,217065.0,7256.0
117,2020-06-21,1085038.0,17459,50617,641,31059.14285714286,1040.7142857142858,217414.0,7285.0
118,2020-06-22,1106470.0,21432,51271,654,31171.285714285714,1044.5714285714287,218199.0,7312.0
119,2020-06-23,1145906.0,39436,52645,1374,31816.714285714286,1057.7142857142858,222717.0,7404.0
120,2020-06-24,1188631.0,42725,53830,1185,33322.0,1045.7142857142858,233254.0,7320.0
121,2020-06-25,1228114.0,39483,54971,1141,35710.28571428572,1031.857142857143,249972.0,7223.0
122,2020-06-26,1274974.0,46860,55961,990,34580.142857142855,1001.0,242061.0,7007.0
123,2020-06-27,1313667.0,38693,57070,1109,35155.42857142857,1013.4285714285714,246088.0,7094.0
124,2020-06-28,1344143.0,30476,57622,552,37015.0,1000.7142857142857,259105.0,7005.0
125,2020-06-29,1368195.0,24052,58314,692,37389.28571428572,1006.1428571428571,261725.0,7043.0
126,2020-06-30,1402041.0,33846,59594,1280,36590.71428571428,992.7142857142857,256135.0,6949.0
127,2020-07-01,1448753.0,46712,60632,1038,37160.28571428572,971.7142857142857,260122.0,6802.0
128,2020-07-02,1496858.0,48105,61884,1252,38392.0,987.5714285714286,268744.0,6913.0
129,2020-07-03,1539081.0,42223,63174,1290,37729.57142857143,1030.4285714285713,264107.0,7213.0
130,2020-07-04,1577004.0,37923,64265,1091,37619.57142857143,1027.857142857143,263337.0,7195.0
131,2020-07-05,1603055.0,26051,64867,602,36987.42857142857,1035.0,258912.0,7245.0
132,2020-07-06,1623284.0,20229,65487,620,36441.28571428572,1024.7142857142858,255089.0,7173.0
133,2020-07-07,1668589.0,45305,66741,1254,38078.28571428572,1021.0,266548.0,7147.0
134,2020-07-08,1713160.0,44571,67964,1223,37772.42857142857,1047.4285714285713,264407.0,7332.0
135,2020-07-09,1755779.0,42619,69184,1220,36988.71428571428,1042.857142857143,258921.0,7300.0
136,2020-07-10,1800827.0,45048,70398,1214,37392.28571428572,1032.0,261746.0,7224.0
137,2020-07-11,1839850.0,39023,71469,1071,37549.42857142857,1029.142857142857,262846.0,7204.0
138,2020-07-12,1864681.0,24831,72100,631,37375.142857142855,1033.2857142857142,261626.0,7233.0
139,2020-07-13,1884967.0,20286,72833,733,37383.28571428572,1049.4285714285713,261683.0,7346.0
140,2020-07-14,1926824.0,41857,74133,1300,36890.71428571428,1056.0,258235.0,7392.0
141,2020-07-15,1966748.0,39924,75366,1233,36226.857142857145,1057.4285714285713,253588.0,7402.0
142,2020-07-16,2012151.0,45403,76688,1322,36624.57142857143,1072.0,256372.0,7504.0
143,2020-07-17,2046328.0,34177,77851,1163,35071.57142857143,1064.7142857142858,245501.0,7453.0
144,2020-07-18,2074860.0,28532,78772,921,33572.857142857145,1043.2857142857142,235010.0,7303.0
145,2020-07-19,2098389.0,23529,79488,716,33386.857142857145,1055.4285714285713,233708.0,7388.0
146,2020-07-20,2118646.0,20257,80120,632,33382.71428571428,1041.0,233679.0,7287.0
147,2020-07-21,2159654.0,41008,81487,1367,33261.42857142857,1050.5714285714287,232830.0,7354.0
148,2020-07-22,2227514.0,67860,82771,1284,37252.28571428572,1057.857142857143,260766.0,7405.0
149,2020-07-23,2287475.0,59961,84082,1311,39332.0,1056.2857142857142,275324.0,7394.0
150,2020-07-24,2343366.0,55891,85238,1156,42434.0,1055.2857142857142,297038.0,7387.0
151,2020-07-25,2394513.0,51147,86449,1211,45664.71428571428,1096.7142857142858,319653.0,7677.0
152,2020-07-26,2419091.0,24578,87004,555,45814.57142857143,1073.7142857142858,320702.0,7516.0
153,2020-07-27,2442375.0,23284,87618,614,46247.0,1071.142857142857,323729.0,7498.0
154,2020-07-28,2483191.0,40816,88539,921,46219.57142857143,1007.4285714285714,323537.0,7052.0
155,2020-07-29,2552265.0,69074,90134,1595,46393.0,1051.857142857143,324751.0,7363.0
156,2020-07-30,2610102.0,57837,91263,1129,46089.57142857143,1025.857142857143,322627.0,7181.0
157,2020-07-31,2662485.0,52383,92475,1212,45588.42857142857,1033.857142857143,319119.0,7237.0
714481,2020-08-01,2707877.0,45392,93563,1088,44766.28571428572,1016.2857142857143,313364.0,7114.0
714482,2020-08-02,2733677.0,25800,94104,541,44940.857142857145,1014.2857142857143,314586.0,7100.0
714483,2020-08-03,2750318.0,16641,94665,561,43991.857142857145,1006.7142857142857,307943.0,7047.0
714484,2020-08-04,2801921.0,51603,95819,1154,45532.857142857145,1040.0,318730.0,7280.0
714485,2020-08-05,2857597.0,55676,97240,1421,43618.857142857145,1015.1428571428571,305332.0,7106.0
714486,2020-08-06,2912212.0,54615,98493,1253,43158.57142857143,1032.857142857143,302110.0,7230.0
714487,2020-08-07,2962442.0,50230,99572,1079,42851.0,1013.8571428571429,299957.0,7097.0
714488,2020-08-08,3012412.0,49970,100477,905,43505.0,987.7142857142857,304535.0,6914.0
714489,2020-08-09,3035422.0,23010,101049,572,43106.42857142857,992.1428571428571,301745.0,6945.0
714490,2020-08-10,3057470.0,22048,101752,703,43878.857142857145,1012.4285714285714,307152.0,7087.0
714491,2020-08-11,3109630.0,52160,103026,1274,43958.42857142857,1029.5714285714287,307709.0,7207.0
714492,2020-08-12,3164785.0,55155,104201,1175,43884.0,994.4285714285714,307188.0,6961.0
714493,2020-08-13,3224876.0,60091,105463,1262,44666.28571428572,995.7142857142857,312664.0,6970.0
714494,2020-08-14,3275520.0,50644,106523,1060,44725.42857142857,993.0,313078.0,6951.0
714495,2020-08-15,3317096.0,41576,107232,709,43526.28571428572,965.0,304684.0,6755.0
714496,2020-08-16,3340197.0,23101,107852,620,43539.28571428572,971.8571428571429,304775.0,6803.0
714497,2020-08-17,3359570.0,19373,108536,684,43157.142857142855,969.1428571428571,302100.0,6784.0
714498,2020-08-18,3407354.0,47784,109888,1352,42532.0,980.2857142857143,297724.0,6862.0
714499,2020-08-19,3456652.0,49298,111100,1212,41695.28571428572,985.5714285714286,291867.0,6899.0
714500,2020-08-20,3501975.0,45323,112304,1204,39585.57142857143,977.2857142857143,277099.0,6841.0
714501,2020-08-21,3532330.0,30355,113358,1054,36687.142857142855,976.4285714285714,256810.0,6835.0
714502,2020-08-22,3582362.0,50032,114250,892,37895.142857142855,1002.5714285714286,265266.0,7018.0
714503,2020-08-23,3605783.0,23421,114744,494,37940.857142857145,984.5714285714286,265586.0,6892.0
714504,2020-08-24,3622861.0,17078,115309,565,37613.0,967.5714285714286,263291.0,6773.0
714505,2020-08-25,3669995.0,47134,116580,1271,37520.142857142855,956.0,262641.0,6692.0
714506,2020-08-26,3717156.0,47161,117665,1085,37214.857142857145,937.8571428571429,260504.0,6565.0
714507,2020-08-27,3761391.0,44235,118649,984,37059.42857142857,906.4285714285714,259416.0,6345.0
714508,2020-08-28,3804803.0,43412,119504,855,38924.71428571428,878.0,272473.0,6146.0
714509,2020-08-29,3846153.0,41350,120462,958,37684.42857142857,887.4285714285714,263791.0,6212.0
714510,2020-08-30,3862311.0,16158,120828,366,36646.857142857145,869.1428571428571,256528.0,6084.0
714511,2020-08-31,3908272.0,45961,121381,553,40773.0,867.4285714285714,285411.0,6072.0
714512,2020-09-01,3950931.0,42659,122596,1215,40133.71428571428,859.4285714285714,280936.0,6016.0
714513,2020-09-02,3997865.0,46934,123780,1184,40101.28571428572,873.5714285714286,280709.0,6115.0
714514,2020-09-03,4041638.0,43773,124614,834,40035.28571428572,852.1428571428571,280247.0,5965.0
714515,2020-09-04,4092832.0,51194,125521,907,41147.0,859.5714285714286,288029.0,6017.0
714516,2020-09-05,4123000.0,30168,126203,682,39549.57142857143,820.1428571428571,276847.0,5741.0
714517,2020-09-06,4137521.0,14521,126650,447,39315.71428571428,831.7142857142857,275210.0,5822.0
714518,2020-09-07,4147794.0,10273,126960,310,34217.42857142857,797.0,239522.0,5579.0
714519,2020-09-08,4162073.0,14279,127464,504,30163.14285714286,695.4285714285714,211142.0,4868.0
714520,2020-09-09,4197889.0,35816,128539,1075,28574.85714285714,679.8571428571429,200024.0,4759.0
714521,2020-09-10,4238446.0,40557,129522,983,28115.428571428572,701.1428571428571,196808.0,4908.0
714522,2020-09-11,4282164.0,43718,130396,874,27047.428571428572,696.4285714285714,189332.0,4875.0
714523,2020-09-12,4315687.0,33523,131210,814,27526.714285714286,715.2857142857143,192687.0,5007.0
714524,2020-09-13,4330455.0,14768,131625,415,27562.0,710.7142857142857,192934.0,4975.0
714525,2020-09-14,4345610.0,15155,132006,381,28259.428571428572,720.8571428571429,197816.0,5046.0
714526,2020-09-15,4382263.0,36653,133119,1113,31455.714285714286,807.8571428571429,220190.0,5655.0
714527,2020-09-16,4419083.0,36820,134106,987,31599.14285714286,795.2857142857143,221194.0,5567.0
714528,2020-09-17,4455386.0,36303,134935,829,30991.428571428572,773.2857142857143,216940.0,5413.0
714529,2020-09-18,4495183.0,39797,135793,858,30431.285714285714,771.0,213019.0,5397.0
714530,2020-09-19,4528240.0,33057,136532,739,30364.714285714286,760.2857142857143,212553.0,5322.0
714531,2020-09-20,4544629.0,16389,136895,363,30596.285714285714,752.8571428571429,214174.0,5270.0
714532,2020-09-21,4558068.0,13439,137272,377,30351.14285714286,752.2857142857143,212458.0,5266.0
714533,2020-09-22,4591604.0,33536,138108,836,29905.85714285714,712.7142857142857,209341.0,4989.0
714534,2020-09-23,4624885.0,33281,138977,869,29400.285714285714,695.8571428571429,205802.0,4871.0
714535,2020-09-24,4657702.0,32817,139808,831,28902.285714285714,696.1428571428571,202316.0,4873.0
714536,2020-09-25,4689613.0,31911,140537,729,27775.714285714286,677.7142857142857,194430.0,4744.0
714537,2020-09-26,4717991.0,28378,141406,869,27107.285714285714,696.2857142857143,189751.0,4874.0
714538,2020-09-27,4732309.0,14318,141741,335,26811.428571428572,692.2857142857143,187680.0,4846.0
714539,2020-09-28,4745464.0,13155,142058,317,26770.85714285714,683.7142857142857,187396.0,4786.0
714540,2020-09-29,4777522.0,32058,142921,863,26559.714285714286,687.5714285714286,185918.0,4813.0
714541,2020-09-30,4810935.0,33413,143952,1031,26578.571428571428,710.7142857142857,186050.0,4975.0
714542,2020-10-01,4847092.0,36157,144680,728,27055.714285714286,696.0,189390.0,4872.0
714543,2020-10-02,4880523.0,33431,145388,708,27272.85714285714,693.0,190910.0,4851.0
714544,2020-10-03,4906833.0,26310,145987,599,26977.428571428572,654.4285714285714,188842.0,4581.0
714545,2020-10-04,4915289.0,8456,146352,365,26140.0,658.7142857142857,182980.0,4611.0
714546,2020-10-05,4927235.0,11946,146675,323,25967.285714285714,659.5714285714286,181771.0,4617.0
714547,2020-10-06,4969141.0,41906,147494,819,27374.14285714286,653.2857142857143,191619.0,4573.0
714548,2020-10-07,5000694.0,31553,148228,734,27108.428571428572,610.8571428571429,189759.0,4276.0
714549,2020-10-08,5028444.0,27750,148957,729,25907.428571428572,611.0,181352.0,4277.0
714550,2020-10-09,5055888.0,27444,149639,682,25052.14285714286,607.2857142857143,175365.0,4251.0
714551,2020-10-10,5082637.0,26749,150198,559,25114.85714285714,601.5714285714286,175804.0,4211.0
714552,2020-10-11,5094979.0,12342,150488,290,25670.0,590.8571428571429,179690.0,4136.0
714553,2020-10-12,5103408.0,8429,150689,201,25167.571428571428,573.4285714285714,176173.0,4014.0
714554,2020-10-13,5113628.0,10220,150998,309,20641.0,500.57142857142856,144487.0,3504.0
714555,2020-10-14,5140863.0,27235,151747,749,20024.14285714286,502.7142857142857,140169.0,3519.0
714556,2020-10-15,5169386.0,28523,152460,713,20134.571428571428,500.42857142857144,140942.0,3503.0
714557,2020-10-16,5200300.0,30914,153214,754,20630.285714285714,510.7142857142857,144412.0,3575.0
714558,2020-10-17,5224362.0,24062,153675,461,20246.428571428572,496.7142857142857,141725.0,3477.0
714559,2020-10-18,5235344.0,10982,153905,230,20052.14285714286,488.14285714285717,140365.0,3417.0
714560,2020-10-19,5250727.0,15383,154176,271,21045.571428571428,498.14285714285717,147319.0,3487.0
714561,2020-10-20,5273954.0,23227,154837,661,22903.714285714286,548.4285714285714,160326.0,3839.0
714562,2020-10-21,5298772.0,24818,155403,566,22558.428571428572,522.2857142857143,157909.0,3656.0
714563,2020-10-22,5323630.0,24858,155900,497,22034.85714285714,491.42857142857144,154244.0,3440.0
714564,2020-10-23,5353656.0,30026,156471,571,21908.0,465.2857142857143,153356.0,3257.0
714565,2020-10-24,5380635.0,26979,156903,432,22324.714285714286,461.14285714285717,156273.0,3228.0
714566,2020-10-25,5394128.0,13493,157134,231,22683.428571428572,461.2857142857143,158784.0,3229.0
714567,2020-10-26,5409854.0,15726,157397,263,22732.428571428572,460.14285714285717,159127.0,3221.0
714568,2020-10-27,5439641.0,29787,157946,549,23669.571428571428,444.14285714285717,165687.0,3109.0
714569,2020-10-28,5468270.0,28629,158456,510,24214.0,436.14285714285717,169498.0,3053.0
714570,2020-10-29,5494376.0,26106,158969,513,24392.285714285714,438.42857142857144,170746.0,3069.0
714571,2020-10-30,5516658.0,22282,159477,508,23286.0,429.42857142857144,163002.0,3006.0
714572,2020-10-31,5535605.0,18947,159884,407,22138.571428571428,425.85714285714283,154970.0,2981.0
714573,2020-11-01,5545705.0,10100,160074,190,21653.85714285714,420.0,151577.0,2940.0
714574,2020-11-02,5554206.0,8501,160253,179,20621.714285714286,408.0,144352.0,2856.0
714575,2020-11-03,5566049.0,11843,160496,243,18058.285714285714,364.2857142857143,126408.0,2550.0
714576,2020-11-04,5590025.0,23976,161106,610,17393.571428571428,378.57142857142856,121755.0,2650.0
714577,2020-11-05,5612319.0,22294,161736,630,16849.0,395.2857142857143,117943.0,2767.0
714578,2020-11-06,5633747.0,21428,162038,302,16727.0,365.85714285714283,117089.0,2561.0
714579,2020-11-07,5653561.0,19814,162269,231,16850.85714285714,340.7142857142857,117956.0,2385.0
714580,2020-11-08,5664115.0,10554,162397,128,16915.714285714286,331.85714285714283,118410.0,2323.0
714581,2020-11-09,5675032.0,10917,162628,231,17260.85714285714,339.2857142857143,120826.0,2375.0
714582,2020-11-10,5700044.0,25012,162829,201,19142.14285714286,333.2857142857143,133995.0,2333.0
714583,2020-11-11,5748375.0,48331,163373,544,22621.428571428572,323.85714285714283,158350.0,2267.0
714584,2020-11-12,5781582.0,33207,164281,908,24180.428571428572,363.57142857142856,169263.0,2545.0
714585,2020-11-13,5810652.0,29070,164737,456,25272.14285714286,385.57142857142856,176905.0,2699.0
714586,2020-11-14,5848959.0,38307,165658,921,27914.0,484.14285714285717,195398.0,3389.0
714587,2020-11-15,5863093.0,14134,165798,140,28425.428571428572,485.85714285714283,198978.0,3401.0
714588,2020-11-16,5876464.0,13371,166014,216,28776.0,483.7142857142857,201432.0,3386.0
714589,2020-11-17,5911758.0,35294,166699,685,30244.85714285714,552.8571428571429,211714.0,3870.0
714590,2020-11-18,5945849.0,34091,167455,756,28210.571428571428,583.1428571428571,197474.0,4082.0
714591,2020-11-19,5981767.0,35918,168061,606,28597.85714285714,540.0,200185.0,3780.0
714592,2020-11-20,6020164.0,38397,168613,552,29930.285714285714,553.7142857142857,209512.0,3876.0
714593,2020-11-21,6052786.0,32622,168989,376,29118.14285714286,475.85714285714283,203827.0,3331.0
714594,2020-11-22,6071401.0,18615,169183,194,29758.285714285714,483.57142857142856,208308.0,3385.0
714595,2020-11-23,6087608.0,16207,169485,302,30163.428571428572,495.85714285714283,211144.0,3471.0
714596,2020-11-24,6118708.0,31100,170115,630,29564.285714285714,488.0,206950.0,3416.0
714597,2020-11-25,6166606.0,47898,170769,654,31536.714285714286,473.42857142857144,220757.0,3314.0
714598,2020-11-26,6204220.0,37614,171460,691,31779.0,485.57142857142856,222453.0,3399.0
714599,2020-11-27,6238350.0,34130,171974,514,31169.428571428572,480.14285714285717,218186.0,3361.0
714600,2020-11-28,6290272.0,51922,172561,587,33926.57142857143,510.2857142857143,237486.0,3572.0
714601,2020-11-29,6314740.0,24468,172833,272,34762.71428571428,521.4285714285714,243339.0,3650.0
714602,2020-11-30,6335878.0,21138,173120,287,35467.142857142855,519.2857142857143,248270.0,3635.0
714603,2020-12-01,6386787.0,50909,173817,697,38297.0,528.8571428571429,268079.0,3702.0
714604,2020-12-02,6436650.0,49863,174515,698,38577.71428571428,535.1428571428571,270044.0,3746.0
714605,2020-12-03,6487084.0,50434,175270,755,40409.142857142855,544.2857142857143,282864.0,3810.0
714606,2020-12-04,6533968.0,46884,175964,694,42231.142857142855,570.0,295618.0,3990.0
714607,2020-12-05,6577177.0,43209,176628,664,40986.42857142857,581.0,286905.0,4067.0
714608,2020-12-06,6603540.0,26363,176941,313,41257.142857142855,586.8571428571429,288800.0,4108.0
714609,2020-12-07,6623911.0,20371,177317,376,41147.57142857143,599.5714285714286,288033.0,4197.0
714610,2020-12-08,6674999.0,51088,178159,842,41173.142857142855,620.2857142857143,288212.0,4342.0
714611,2020-12-09,6728452.0,53453,178995,836,41686.0,640.0,291802.0,4480.0
714612,2020-12-10,6781799.0,53347,179765,770,42102.142857142855,642.1428571428571,294715.0,4495.0
714613,2020-12-11,6836227.0,54428,180437,672,43179.857142857145,639.0,302259.0,4473.0
714614,2020-12-12,6880127.0,43900,181123,686,43278.57142857143,642.1428571428571,302950.0,4495.0
