index,estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily_cases_moving_average,daily_deaths_moving_average,sum_of_daily_cases_week,sum_of_daily_deaths_week
4800,Minas Gerais,2020-02-25,0.0,0,0,0,847.8571428571429,24.285714285714285,5935.0,170.0
4801,Minas Gerais,2020-02-26,0.0,0,0,0,816.2857142857143,19.571428571428573,5714.0,137.0
4802,Minas Gerais,2020-02-27,0.0,0,0,0,772.1428571428571,16.285714285714285,5405.0,114.0
4803,Minas Gerais,2020-02-28,0.0,0,0,0,578.4285714285714,12.285714285714286,4049.0,86.0
4804,Minas Gerais,2020-02-29,0.0,0,0,0,369.7142857142857,8.857142857142858,2588.0,62.0
4805,Minas Gerais,2020-03-01,0.0,0,0,0,192.28571428571428,4.571428571428571,1346.0,32.0
4806,Minas Gerais,2020-03-02,0.0,0,0,0,0.0,0.0,0.0,0.0
4807,Minas Gerais,2020-03-03,0.0,0,0,0,0.0,0.0,0.0,0.0
4808,Minas Gerais,2020-03-04,0.0,0,0,0,0.0,0.0,0.0,0.0
4809,Minas Gerais,2020-03-05,0.0,0,0,0,0.0,0.0,0.0,0.0
4810,Minas Gerais,2020-03-06,0.0,0,0,0,0.0,0.0,0.0,0.0
4811,Minas Gerais,2020-03-07,0.0,0,0,0,0.0,0.0,0.0,0.0
4812,Minas Gerais,2020-03-08,0.5,0,0,0,0.0,0.0,0.0,0.0
4813,Minas Gerais,2020-03-09,0.5,0,0,0,0.0,0.0,0.0,0.0
4814,Minas Gerais,2020-03-10,0.5,0,0,0,0.0,0.0,0.0,0.0
4815,Minas Gerais,2020-03-11,0.5,0,0,0,0.0,0.0,0.0,0.0
4816,Minas Gerais,2020-03-12,0.5,0,0,0,0.0,0.0,0.0,0.0
4817,Minas Gerais,2020-03-13,1.0,0,0,0,0.0,0.0,0.0,0.0
4818,Minas Gerais,2020-03-14,1.0,0,0,0,0.0,0.0,0.0,0.0
4819,Minas Gerais,2020-03-15,1.0,0,0,0,0.0,0.0,0.0,0.0
4820,Minas Gerais,2020-03-16,2.5,1,0,0,0.14285714285714285,0.0,1.0,0.0
4821,Minas Gerais,2020-03-17,3.5,1,0,0,0.2857142857142857,0.0,2.0,0.0
4822,Minas Gerais,2020-03-18,7.5,4,0,0,0.8571428571428571,0.0,6.0,0.0
4823,Minas Gerais,2020-03-19,14.5,7,0,0,1.8571428571428572,0.0,13.0,0.0
4824,Minas Gerais,2020-03-20,17.5,3,0,0,2.2857142857142856,0.0,16.0,0.0
4825,Minas Gerais,2020-03-21,19.0,1,0,0,2.4285714285714284,0.0,17.0,0.0
4826,Minas Gerais,2020-03-22,41.5,22,0,0,5.571428571428571,0.0,39.0,0.0
4827,Minas Gerais,2020-03-23,64.0,22,0,0,8.571428571428571,0.0,60.0,0.0
4828,Minas Gerais,2020-03-24,65.0,1,0,0,8.571428571428571,0.0,60.0,0.0
4829,Minas Gerais,2020-03-25,66.5,1,0,0,8.142857142857142,0.0,57.0,0.0
4830,Minas Gerais,2020-03-26,76.5,10,0,0,8.571428571428571,0.0,60.0,0.0
4831,Minas Gerais,2020-03-27,94.5,18,0,0,10.714285714285714,0.0,75.0,0.0
4832,Minas Gerais,2020-03-28,205.0,110,0,0,26.285714285714285,0.0,184.0,0.0
4833,Minas Gerais,2020-03-29,231.0,26,0,0,26.857142857142858,0.0,188.0,0.0
4834,Minas Gerais,2020-03-30,261.0,30,1,1,28.0,0.14285714285714285,196.0,1.0
4835,Minas Gerais,2020-03-31,275.0,14,2,1,29.857142857142858,0.2857142857142857,209.0,2.0
