estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily cases moving average,daily deaths moving average,sum_of_daily_cases_week,sum_of_daily_deaths_week
RS,25-02-2020,0,0,0,0,195.42857142857142,6.285714285714286,1368.0,44.0
RS,26-02-2020,0,0,0,0,144.42857142857142,4.428571428571429,1011.0,31.0
RS,27-02-2020,0,0,0,0,99.42857142857143,3.0,696.0,21.0
RS,28-02-2020,0,0,0,0,74.0,3.0,518.0,21.0
RS,29-02-2020,0,0,0,0,68.57142857142857,3.0,480.0,21.0
RS,01-03-2020,0,0,0,0,44.714285714285715,2.142857142857143,313.0,15.0
RS,02-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
RS,03-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
RS,04-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
RS,05-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
RS,06-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
RS,07-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
RS,08-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
RS,09-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
RS,10-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
RS,11-03-2020,1,0,0,0,0.0,0.0,0.0,0.0
RS,12-03-2020,2,1,0,0,0.14285714285714285,0.0,1.0,0.0
RS,13-03-2020,2,0,0,0,0.14285714285714285,0.0,1.0,0.0
RS,14-03-2020,3,1,0,0,0.2857142857142857,0.0,2.0,0.0
RS,15-03-2020,3,0,0,0,0.2857142857142857,0.0,2.0,0.0
RS,16-03-2020,3,0,0,0,0.2857142857142857,0.0,2.0,0.0
RS,17-03-2020,5,2,0,0,0.5714285714285714,0.0,4.0,0.0
RS,18-03-2020,9,4,0,0,1.1428571428571428,0.0,8.0,0.0
RS,19-03-2020,14,4,0,0,1.5714285714285714,0.0,11.0,0.0
RS,20-03-2020,18,4,0,0,2.142857142857143,0.0,15.0,0.0
RS,21-03-2020,30,11,0,0,3.5714285714285716,0.0,25.0,0.0
RS,22-03-2020,36,6,0,0,4.428571428571429,0.0,31.0,0.0
RS,23-03-2020,43,7,0,0,5.428571428571429,0.0,38.0,0.0
