estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily cases moving average,daily deaths moving average,sum_of_daily_cases_week,sum_of_daily_deaths_week
CE,25-02-2020,0,0,0,0,4180.285714285715,91.14285714285714,27948.0,616.0
CE,26-02-2020,0,0,0,0,3821.3571428571427,86.42857142857143,24551.0,502.0
CE,27-02-2020,0,0,0,0,3507.214285714286,81.57142857142857,19222.0,390.0
CE,28-02-2020,0,0,0,0,3156.0,74.42857142857143,13237.0,279.0
CE,29-02-2020,0,0,0,0,2830.0714285714284,64.64285714285714,7630.0,177.0
CE,01-03-2020,0,0,0,0,2364.3571428571427,57.214285714285715,3105.0,82.0
CE,02-03-2020,0,0,0,0,2140.5714285714284,50.785714285714285,0.0,0.0
CE,03-03-2020,0,0,0,0,1996.2857142857142,44.0,0.0,0.0
CE,04-03-2020,0,0,0,0,1753.642857142857,35.857142857142854,0.0,0.0
CE,05-03-2020,0,0,0,0,1373.0,27.857142857142858,0.0,0.0
CE,06-03-2020,0,0,0,0,945.5,19.928571428571427,0.0,0.0
CE,07-03-2020,0,0,0,0,545.0,12.642857142857142,0.0,0.0
CE,08-03-2020,0,0,0,0,221.78571428571428,5.857142857142857,0.0,0.0
CE,09-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
CE,10-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
CE,11-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
CE,12-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
CE,13-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
CE,14-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
CE,15-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
CE,16-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
CE,17-03-2020,2,2,0,0,0.14285714285714285,0.0,2.0,0.0
CE,18-03-2020,4,2,0,0,0.2857142857142857,0.0,4.0,0.0
CE,19-03-2020,10,5,0,0,0.6428571428571429,0.0,9.0,0.0
CE,20-03-2020,27,17,0,0,1.8571428571428572,0.0,26.0,0.0
CE,21-03-2020,34,6,0,0,2.2857142857142856,0.0,32.0,0.0
CE,22-03-2020,56,22,0,0,3.857142857142857,0.0,54.0,0.0
CE,23-03-2020,81,25,0,0,5.642857142857143,0.0,79.0,0.0
CE,24-03-2020,91,9,0,0,6.285714285714286,0.0,86.0,0.0
CE,25-03-2020,100,9,0,0,6.928571428571429,0.0,93.0,0.0
CE,26-03-2020,117,17,1,1,8.142857142857142,0.07142857142857142,105.0,1.0
CE,27-03-2020,141,23,1,0,9.785714285714286,0.07142857142857142,111.0,1.0
CE,28-03-2020,318,177,4,2,22.428571428571427,0.21428571428571427,282.0,3.0
CE,29-03-2020,353,35,5,1,24.928571428571427,0.2857142857142857,295.0,4.0
CE,30-03-2020,377,23,5,0,26.571428571428573,0.2857142857142857,293.0,4.0
CE,31-03-2020,395,18,7,2,27.714285714285715,0.42857142857142855,302.0,6.0
CE,01-04-2020,444,49,8,1,31.071428571428573,0.5,342.0,7.0
CE,02-04-2020,550,105,20,11,38.214285714285715,1.2857142857142858,430.0,17.0
CE,03-04-2020,642,92,22,2,43.57142857142857,1.4285714285714286,499.0,19.0
CE,04-04-2020,737,94,22,0,49.857142857142854,1.4285714285714286,416.0,17.0
CE,05-04-2020,824,87,26,4,54.5,1.7142857142857142,468.0,20.0
CE,06-04-2020,1018,194,30,4,66.57142857142857,2.0,639.0,24.0
CE,07-04-2020,1120,101,36,6,73.14285714285714,2.4285714285714284,722.0,28.0
CE,08-04-2020,1332,212,48,12,87.64285714285714,3.2857142857142856,885.0,39.0
CE,09-04-2020,1435,102,56,8,93.71428571428571,3.7857142857142856,882.0,36.0
CE,10-04-2020,1518,83,62,6,98.0,4.214285714285714,873.0,40.0
CE,11-04-2020,1625,107,70,8,93.0,4.642857142857143,886.0,48.0
CE,12-04-2020,1711,86,75,4,96.64285714285714,4.857142857142857,885.0,48.0
CE,13-04-2020,1867,156,95,20,106.14285714285714,6.285714285714286,847.0,64.0
CE,14-04-2020,2037,170,109,13,117.0,7.071428571428571,916.0,71.0
CE,15-04-2020,2224,186,120,11,126.78571428571429,7.785714285714286,890.0,70.0
CE,16-04-2020,2386,162,124,4,130.85714285714286,7.285714285714286,950.0,66.0
CE,17-04-2020,2684,298,149,24,145.57142857142858,8.857142857142858,1165.0,84.0
CE,18-04-2020,3048,364,178,29,164.85714285714286,10.928571428571429,1422.0,105.0
CE,19-04-2020,3279,231,187,9,175.14285714285714,11.285714285714286,1567.0,110.0
CE,20-04-2020,3483,204,202,14,175.85714285714286,12.0,1615.0,104.0
CE,21-04-2020,3716,232,219,17,185.21428571428572,12.785714285714286,1677.0,108.0
CE,22-04-2020,4000,284,235,16,190.35714285714286,13.071428571428571,1775.0,113.0
CE,23-04-2020,4637,637,268,32,228.57142857142858,14.785714285714286,2250.0,141.0
CE,24-04-2020,4960,323,288,20,245.71428571428572,15.785714285714286,2275.0,137.0
