index,estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily_cases_moving_average,daily_deaths_moving_average,sum_of_daily_cases_week,sum_of_daily_deaths_week
11622,TO,2020-02-25,0.0,0,0,0,12370.57142857143,480.7142857142857,86594.0,3365.0
11623,TO,2020-02-26,0.0,0,0,0,10039.42857142857,365.57142857142856,70276.0,2559.0
11624,TO,2020-02-27,0.0,0,0,0,7800.571428571428,266.14285714285717,54604.0,1863.0
11625,TO,2020-02-28,0.0,0,0,0,5565.0,183.57142857142858,38955.0,1285.0
11626,TO,2020-02-29,0.0,0,0,0,3291.4285714285716,103.71428571428571,23040.0,726.0
11627,TO,2020-03-01,0.0,0,0,0,1079.142857142857,32.0,7554.0,224.0
11628,TO,2020-03-02,0.0,0,0,0,0.0,0.0,0.0,0.0
11629,TO,2020-03-03,0.0,0,0,0,0.0,0.0,0.0,0.0
11630,TO,2020-03-04,0.0,0,0,0,0.0,0.0,0.0,0.0
11631,TO,2020-03-05,0.0,0,0,0,0.0,0.0,0.0,0.0
11632,TO,2020-03-06,0.0,0,0,0,0.0,0.0,0.0,0.0
11633,TO,2020-03-07,0.0,0,0,0,0.0,0.0,0.0,0.0
11634,TO,2020-03-08,0.0,0,0,0,0.0,0.0,0.0,0.0
11635,TO,2020-03-09,0.0,0,0,0,0.0,0.0,0.0,0.0
11636,TO,2020-03-10,0.0,0,0,0,0.0,0.0,0.0,0.0
11637,TO,2020-03-11,0.0,0,0,0,0.0,0.0,0.0,0.0
11638,TO,2020-03-12,0.0,0,0,0,0.0,0.0,0.0,0.0
11639,TO,2020-03-13,0.0,0,0,0,0.0,0.0,0.0,0.0
11640,TO,2020-03-14,0.0,0,0,0,0.0,0.0,0.0,0.0
11641,TO,2020-03-15,0.0,0,0,0,0.0,0.0,0.0,0.0
11642,TO,2020-03-16,0.0,0,0,0,0.0,0.0,0.0,0.0
11643,TO,2020-03-17,0.0,0,0,0,0.0,0.0,0.0,0.0
11644,TO,2020-03-18,0.0,0,0,0,0.0,0.0,0.0,0.0
11645,TO,2020-03-19,0.5,0,0,0,0.0,0.0,0.0,0.0
11646,TO,2020-03-20,0.5,0,0,0,0.0,0.0,0.0,0.0
11647,TO,2020-03-21,1.0,0,0,0,0.0,0.0,0.0,0.0
11648,TO,2020-03-22,1.0,0,0,0,0.0,0.0,0.0,0.0
11649,TO,2020-03-23,2.5,1,0,0,0.14285714285714285,0.0,1.0,0.0
11650,TO,2020-03-24,3.5,1,0,0,0.2857142857142857,0.0,2.0,0.0
11651,TO,2020-03-25,3.5,0,0,0,0.2857142857142857,0.0,2.0,0.0
11652,TO,2020-03-26,3.5,0,0,0,0.2857142857142857,0.0,2.0,0.0
11653,TO,2020-03-27,4.0,0,0,0,0.2857142857142857,0.0,2.0,0.0
11654,TO,2020-03-28,9.0,5,0,0,1.0,0.0,7.0,0.0
11655,TO,2020-03-29,9.0,0,0,0,1.0,0.0,7.0,0.0
11656,TO,2020-03-30,10.0,1,0,0,1.0,0.0,7.0,0.0
11657,TO,2020-03-31,11.0,1,0,0,1.0,0.0,7.0,0.0
11658,TO,2020-04-01,12.0,1,0,0,1.1428571428571428,0.0,8.0,0.0
11659,TO,2020-04-02,12.0,0,0,0,1.1428571428571428,0.0,8.0,0.0
11660,TO,2020-04-03,12.0,0,0,0,1.1428571428571428,0.0,8.0,0.0
11661,TO,2020-04-04,14.0,2,0,0,0.7142857142857143,0.0,5.0,0.0
11662,TO,2020-04-05,17.0,3,0,0,1.1428571428571428,0.0,8.0,0.0
11663,TO,2020-04-06,17.0,0,0,0,1.0,0.0,7.0,0.0
11664,TO,2020-04-07,19.0,2,0,0,1.1428571428571428,0.0,8.0,0.0
11665,TO,2020-04-08,23.0,4,0,0,1.5714285714285714,0.0,11.0,0.0
11666,TO,2020-04-09,23.0,0,0,0,1.5714285714285714,0.0,11.0,0.0
11667,TO,2020-04-10,23.0,0,0,0,1.5714285714285714,0.0,11.0,0.0
11668,TO,2020-04-11,23.0,0,0,0,1.2857142857142858,0.0,9.0,0.0
11669,TO,2020-04-12,25.0,2,0,0,1.1428571428571428,0.0,8.0,0.0
11670,TO,2020-04-13,26.0,1,0,0,1.2857142857142858,0.0,9.0,0.0
11671,TO,2020-04-14,26.0,0,0,0,1.0,0.0,7.0,0.0
11672,TO,2020-04-15,26.0,0,1,1,0.42857142857142855,0.14285714285714285,3.0,1.0
11673,TO,2020-04-16,30.0,4,1,0,1.0,0.14285714285714285,7.0,1.0
11674,TO,2020-04-17,31.0,1,1,0,1.1428571428571428,0.14285714285714285,8.0,1.0
11675,TO,2020-04-18,33.0,2,1,0,1.4285714285714286,0.14285714285714285,10.0,1.0
11676,TO,2020-04-19,33.0,0,1,0,1.1428571428571428,0.14285714285714285,8.0,1.0
11677,TO,2020-04-20,34.0,1,1,0,1.1428571428571428,0.14285714285714285,8.0,1.0
11678,TO,2020-04-21,37.0,3,1,0,1.5714285714285714,0.14285714285714285,11.0,1.0
11679,TO,2020-04-22,37.0,0,1,0,1.5714285714285714,0.0,11.0,0.0
11680,TO,2020-04-23,37.0,0,2,1,1.0,0.14285714285714285,7.0,1.0
11681,TO,2020-04-24,43.0,6,2,0,1.7142857142857142,0.14285714285714285,12.0,1.0
11682,TO,2020-04-25,50.0,7,2,0,2.4285714285714284,0.14285714285714285,17.0,1.0
11683,TO,2020-04-26,58.0,8,2,0,3.5714285714285716,0.14285714285714285,25.0,1.0
11684,TO,2020-04-27,67.0,9,2,0,4.714285714285714,0.14285714285714285,33.0,1.0
11685,TO,2020-04-28,79.0,12,2,0,6.0,0.14285714285714285,42.0,1.0
11686,TO,2020-04-29,116.0,37,3,1,11.285714285714286,0.2857142857142857,79.0,2.0
11687,TO,2020-04-30,137.5,21,3,0,14.285714285714286,0.14285714285714285,100.0,1.0
11688,TO,2020-05-01,164.0,26,3,0,17.142857142857142,0.14285714285714285,120.0,1.0
11689,TO,2020-05-02,191.0,27,4,1,20.0,0.2857142857142857,140.0,2.0
11690,TO,2020-05-03,246.0,55,4,0,26.714285714285715,0.2857142857142857,187.0,2.0
11691,TO,2020-05-04,267.0,21,6,2,28.428571428571427,0.5714285714285714,199.0,4.0
11692,TO,2020-05-05,303.0,36,7,1,31.857142857142858,0.7142857142857143,223.0,5.0
11693,TO,2020-05-06,351.0,48,9,2,33.42857142857143,0.8571428571428571,234.0,6.0
11694,TO,2020-05-07,423.0,72,9,0,40.714285714285715,0.8571428571428571,285.0,6.0
11695,TO,2020-05-08,494.0,71,9,0,47.142857142857146,0.8571428571428571,330.0,6.0
11696,TO,2020-05-09,572.0,78,9,0,54.42857142857143,0.7142857142857143,381.0,5.0
11697,TO,2020-05-10,688.0,116,11,2,63.142857142857146,1.0,442.0,7.0
11698,TO,2020-05-11,747.0,59,12,1,68.57142857142857,0.8571428571428571,480.0,6.0
11699,TO,2020-05-12,828.0,81,14,2,75.0,1.0,525.0,7.0
11700,TO,2020-05-13,932.0,104,21,7,83.0,1.7142857142857142,581.0,12.0
11701,TO,2020-05-14,1029.0,97,23,2,86.57142857142857,2.0,606.0,14.0
11702,TO,2020-05-15,1179.0,150,24,1,97.85714285714286,2.142857142857143,685.0,15.0
11703,TO,2020-05-16,1279.0,100,27,3,101.0,2.5714285714285716,707.0,18.0
11704,TO,2020-05-17,1382.0,103,31,4,99.14285714285714,2.857142857142857,694.0,20.0
11705,TO,2020-05-18,1496.0,114,32,1,107.0,2.857142857142857,749.0,20.0
11706,TO,2020-05-19,1646.0,150,38,6,116.85714285714286,3.4285714285714284,818.0,24.0
11707,TO,2020-05-20,1809.0,163,42,4,125.28571428571429,3.0,877.0,21.0
11708,TO,2020-05-21,1976.0,167,47,5,135.28571428571428,3.4285714285714284,947.0,24.0
11709,TO,2020-05-22,2205.0,229,49,2,146.57142857142858,3.5714285714285716,1026.0,25.0
11710,TO,2020-05-23,2430.0,225,51,2,164.42857142857142,3.4285714285714284,1151.0,24.0
11711,TO,2020-05-24,2591.0,161,52,1,172.71428571428572,3.0,1209.0,21.0
11712,TO,2020-05-25,2696.0,105,58,6,171.42857142857142,3.7142857142857144,1200.0,26.0
11713,TO,2020-05-26,2858.0,162,64,6,173.14285714285714,3.7142857142857144,1212.0,26.0
11714,TO,2020-05-27,3023.0,165,65,1,173.42857142857142,3.2857142857142856,1214.0,23.0
11715,TO,2020-05-28,3277.0,254,68,3,185.85714285714286,3.0,1301.0,21.0
11716,TO,2020-05-29,3611.0,334,70,2,200.85714285714286,3.0,1406.0,21.0
11717,TO,2020-05-30,3981.0,370,71,1,221.57142857142858,2.857142857142857,1551.0,20.0
11718,TO,2020-05-31,4176.0,195,73,2,226.42857142857142,3.0,1585.0,21.0
11719,TO,2020-06-01,4345.0,169,76,3,235.57142857142858,2.5714285714285716,1649.0,18.0
11720,TO,2020-06-02,4483.0,138,79,3,232.14285714285714,2.142857142857143,1625.0,15.0
11721,TO,2020-06-03,4698.0,215,82,3,239.28571428571428,2.4285714285714284,1675.0,17.0
11722,TO,2020-06-04,4881.0,183,87,5,229.14285714285714,2.7142857142857144,1604.0,19.0
11723,TO,2020-06-05,5182.0,301,89,2,224.42857142857142,2.7142857142857144,1571.0,19.0
11724,TO,2020-06-06,5505.0,323,96,7,217.71428571428572,3.5714285714285716,1524.0,25.0
11725,TO,2020-06-07,5644.0,139,99,3,209.71428571428572,3.7142857142857144,1468.0,26.0
11726,TO,2020-06-08,5807.0,163,108,9,208.85714285714286,4.571428571428571,1462.0,32.0
11727,TO,2020-06-09,6052.0,245,114,6,224.14285714285714,5.0,1569.0,35.0
11728,TO,2020-06-10,6257.0,205,120,6,222.71428571428572,5.428571428571429,1559.0,38.0
11729,TO,2020-06-11,6529.0,272,124,4,235.42857142857142,5.285714285714286,1648.0,37.0
11730,TO,2020-06-12,6744.0,215,128,4,223.14285714285714,5.571428571428571,1562.0,39.0
11731,TO,2020-06-13,6931.0,187,130,2,203.71428571428572,4.857142857142857,1426.0,34.0
11732,TO,2020-06-14,6972.0,41,132,2,189.71428571428572,4.714285714285714,1328.0,33.0
11733,TO,2020-06-15,7137.0,165,136,4,190.0,4.0,1330.0,28.0
11734,TO,2020-06-16,7309.0,172,140,4,179.57142857142858,3.7142857142857144,1257.0,26.0
11735,TO,2020-06-17,7573.0,264,149,9,188.0,4.142857142857143,1316.0,29.0
11736,TO,2020-06-18,7774.0,201,152,3,177.85714285714286,4.0,1245.0,28.0
11737,TO,2020-06-19,7956.0,182,159,7,173.14285714285714,4.428571428571429,1212.0,31.0
11738,TO,2020-06-20,8203.0,247,167,8,181.71428571428572,5.285714285714286,1272.0,37.0
11739,TO,2020-06-21,8354.0,151,175,8,197.42857142857142,6.142857142857143,1382.0,43.0
11740,TO,2020-06-22,8477.0,123,178,3,191.42857142857142,6.0,1340.0,42.0
11741,TO,2020-06-23,8766.0,289,179,1,208.14285714285714,5.571428571428571,1457.0,39.0
11742,TO,2020-06-24,9098.0,332,181,2,217.85714285714286,4.571428571428571,1525.0,32.0
11743,TO,2020-06-25,9425.0,327,183,2,235.85714285714286,4.428571428571429,1651.0,31.0
11744,TO,2020-06-26,9681.0,256,186,3,246.42857142857142,3.857142857142857,1725.0,27.0
11745,TO,2020-06-27,9966.0,285,191,5,251.85714285714286,3.4285714285714284,1763.0,24.0
11746,TO,2020-06-28,10228.0,262,192,1,267.7142857142857,2.4285714285714284,1874.0,17.0
11747,TO,2020-06-29,10359.0,131,195,3,268.85714285714283,2.4285714285714284,1882.0,17.0
11748,TO,2020-06-30,10764.0,405,200,5,285.42857142857144,3.0,1998.0,21.0
11749,TO,2020-07-01,11222.0,458,204,4,303.42857142857144,3.2857142857142856,2124.0,23.0
11750,TO,2020-07-02,11454.0,232,209,5,289.85714285714283,3.7142857142857144,2029.0,26.0
11751,TO,2020-07-03,11736.0,282,211,2,293.57142857142856,3.5714285714285716,2055.0,25.0
11752,TO,2020-07-04,12282.0,546,215,4,330.85714285714283,3.4285714285714284,2316.0,24.0
11753,TO,2020-07-05,12475.0,193,220,5,321.0,4.0,2247.0,28.0
11754,TO,2020-07-06,12640.0,165,224,4,325.85714285714283,4.142857142857143,2281.0,29.0
11755,TO,2020-07-07,13004.0,364,228,4,320.0,4.0,2240.0,28.0
11756,TO,2020-07-08,13440.0,436,233,5,316.85714285714283,4.142857142857143,2218.0,29.0
11757,TO,2020-07-09,13845.0,405,240,7,341.57142857142856,4.428571428571429,2391.0,31.0
11758,TO,2020-07-10,14509.0,664,245,5,396.14285714285717,4.857142857142857,2773.0,34.0
11759,TO,2020-07-11,14939.0,430,251,6,379.57142857142856,5.142857142857143,2657.0,36.0
11760,TO,2020-07-12,15132.0,193,255,4,379.57142857142856,5.0,2657.0,35.0
11761,TO,2020-07-13,15307.0,175,259,4,381.0,5.0,2667.0,35.0
11762,TO,2020-07-14,15723.0,416,267,8,388.42857142857144,5.571428571428571,2719.0,39.0
11763,TO,2020-07-15,16031.0,308,271,4,370.14285714285717,5.428571428571429,2591.0,38.0
11764,TO,2020-07-16,16672.0,641,278,7,403.85714285714283,5.428571428571429,2827.0,38.0
11765,TO,2020-07-17,16954.0,282,283,5,349.2857142857143,5.428571428571429,2445.0,38.0
11766,TO,2020-07-18,17209.0,255,288,5,324.2857142857143,5.285714285714286,2270.0,37.0
11767,TO,2020-07-19,17773.0,564,294,6,377.2857142857143,5.571428571428571,2641.0,39.0
11768,TO,2020-07-20,17898.0,125,299,5,370.14285714285717,5.714285714285714,2591.0,40.0
11769,TO,2020-07-21,18354.0,456,308,9,375.85714285714283,5.857142857142857,2631.0,41.0
11770,TO,2020-07-22,18850.0,496,315,7,402.7142857142857,6.285714285714286,2819.0,44.0
11771,TO,2020-07-23,19423.0,573,326,11,393.0,6.857142857142857,2751.0,48.0
11772,TO,2020-07-24,19965.0,542,334,8,430.14285714285717,7.285714285714286,3011.0,51.0
11773,TO,2020-07-25,20920.0,955,340,6,530.1428571428571,7.428571428571429,3711.0,52.0
11774,TO,2020-07-26,21767.0,847,346,6,570.5714285714286,7.428571428571429,3994.0,52.0
11775,TO,2020-07-27,22106.0,339,350,4,601.1428571428571,7.285714285714286,4208.0,51.0
11776,TO,2020-07-28,22851.0,745,357,7,642.4285714285714,7.0,4497.0,49.0
11777,TO,2020-07-29,23517.0,666,364,7,666.7142857142857,7.0,4667.0,49.0
11778,TO,2020-07-30,24278.0,761,368,4,693.5714285714286,6.0,4855.0,42.0
11779,TO,2020-07-31,24824.0,546,381,13,694.1428571428571,6.714285714285714,4859.0,47.0
11780,TO,2020-08-01,25346.0,522,390,9,632.2857142857143,7.142857142857143,4426.0,50.0
