estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily cases moving average,daily deaths moving average,sum_of_daily_cases_week,sum_of_daily_deaths_week
SE,01/01/2021,227088,2078,4984,16,6635.428571428572,43.857142857142854,46448.0,307.0
SE,01/02/2021,276374,1540,5572,16,6293.857142857143,27.142857142857142,44057.0,190.0
SE,01/03/2020,0,0,0,0,6256.857142857143,26.142857142857142,43798.0,183.0
SE,01/03/2021,304006,1184,5938,16,5973.285714285715,20.0,41813.0,140.0
SE,01/04/2020,40,2,0,0,1557.4285714285713,16.428571428571427,10902.0,115.0
SE,01/04/2021,351164,1964,7050,48,1468.857142857143,20.428571428571427,10282.0,143.0
SE,01/05/2020,1034,140,28,4,986.8571428571429,14.285714285714286,6908.0,100.0
SE,01/06/2020,14466,468,332,16,756.8571428571429,14.285714285714286,5298.0,100.0
SE,01/07/2020,51830,1008,1402,50,680.8571428571429,19.142857142857142,4766.0,134.0
SE,01/08/2020,119448,2022,2896,28,969.7142857142857,23.142857142857142,6788.0,162.0
SE,01/09/2020,145442,386,3734,20,855.7142857142857,23.714285714285715,5990.0,166.0
SE,01/10/2020,155270,390,4080,8,911.1428571428571,24.857142857142858,6378.0,174.0
SE,01/11/2020,168724,72,4422,10,640.8571428571429,19.428571428571427,4486.0,136.0
SE,01/12/2020,180772,476,4624,8,688.8571428571429,20.0,4822.0,140.0
SE,02/01/2021,227832,744,5000,16,728.2857142857143,20.0,5098.0,140.0
SE,02/02/2021,277222,848,5588,16,705.4285714285714,15.142857142857142,4938.0,106.0
SE,02/03/2020,0,0,0,0,416.57142857142856,11.142857142857142,2916.0,78.0
SE,02/03/2021,304734,728,5952,14,465.42857142857144,10.285714285714286,3258.0,72.0
SE,02/04/2020,46,6,4,4,410.57142857142856,9.714285714285714,2874.0,68.0
SE,02/04/2021,352714,1550,7100,50,621.7142857142857,15.428571428571429,4352.0,108.0
SE,02/05/2020,1202,168,28,0,577.7142857142857,14.285714285714286,4044.0,100.0
SE,02/06/2020,15110,644,344,12,563.4285714285714,13.714285714285714,3944.0,96.0
SE,02/07/2020,53224,1394,1450,48,641.4285714285714,18.285714285714285,4490.0,128.0
SE,02/08/2020,120070,622,2930,34,730.2857142857143,23.142857142857142,5112.0,162.0
SE,02/09/2020,145862,420,3746,12,686.2857142857143,22.857142857142858,4804.0,160.0
SE,02/10/2020,155558,288,4090,10,726.5714285714286,23.714285714285715,5086.0,166.0
SE,02/11/2020,168982,258,4434,12,542.0,18.285714285714285,3794.0,128.0
SE,02/12/2020,181840,1068,4632,8,670.5714285714286,19.428571428571427,4694.0,136.0
SE,03/01/2021,229370,1538,5016,16,798.2857142857143,20.0,5588.0,140.0
SE,03/02/2021,278446,1224,5602,14,774.0,15.142857142857142,5418.0,106.0
SE,03/03/2020,0,0,0,0,685.1428571428571,10.285714285714286,4796.0,72.0
SE,03/03/2021,305972,1238,5968,16,802.0,10.857142857142858,5614.0,76.0
SE,03/04/2020,50,4,4,0,761.4285714285714,9.428571428571429,5330.0,66.0
SE,03/04/2021,354522,1808,7144,44,982.8571428571429,14.0,6880.0,98.0
SE,03/05/2020,1460,258,28,0,867.1428571428571,12.857142857142858,6070.0,90.0
SE,03/06/2020,15978,868,360,16,771.4285714285714,12.857142857142858,5400.0,90.0
