estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily cases moving average,daily deaths moving average,sum_of_daily_cases_week,sum_of_daily_deaths_week
PI,2020-01-03,0,0,0,0,1088.857142857143,32.42857142857143,7622.0,227.0
PI,2020-01-04,18,0,4,0,850.4285714285714,29.142857142857142,5953.0,204.0
PI,2020-01-05,600,87,24,0,750.4285714285714,20.714285714285715,5253.0,145.0
PI,2020-01-06,5119,188,168,7,565.5714285714286,16.285714285714285,3959.0,114.0
PI,2020-01-07,22059,1637,686,23,602.2857142857143,16.142857142857142,4216.0,113.0
PI,2020-01-08,52458,981,1354,25,518.7142857142857,12.714285714285714,3631.0,89.0
PI,2020-01-09,77859,454,1843,18,478.14285714285717,10.428571428571429,3347.0,73.0
PI,2020-01-10,96849,763,2127,0,587.1428571428571,10.428571428571429,4110.0,73.0
PI,2020-01-11,113546,255,2404,4,623.5714285714286,11.0,4365.0,77.0
PI,2020-01-12,127686,672,2634,10,707.1428571428571,12.428571428571429,4950.0,87.0
PI,2020-02-03,0,0,0,0,680.2857142857143,11.428571428571429,4762.0,80.0
PI,2020-02-04,19,1,4,0,446.57142857142856,8.142857142857142,3126.0,57.0
PI,2020-02-05,665,65,26,2,315.7142857142857,4.857142857142857,2210.0,34.0
PI,2020-02-06,5506,387,180,12,306.14285714285717,4.0,2143.0,28.0
PI,2020-02-07,23307,1248,697,11,375.42857142857144,5.571428571428571,2628.0,39.0
PI,2020-02-08,52993,535,1369,15,415.42857142857144,7.142857142857143,2908.0,50.0
PI,2020-02-09,78922,1063,1846,3,471.2857142857143,6.142857142857143,3299.0,43.0
PI,2020-02-10,97498,649,2132,5,564.0,6.857142857142857,3948.0,48.0
PI,2020-02-11,113774,228,2420,16,596.4285714285714,9.142857142857142,4175.0,64.0
PI,2020-02-12,128432,746,2644,10,693.7142857142857,10.285714285714286,4856.0,72.0
PI,2020-02-25,0,0,0,0,638.4285714285714,8.571428571428571,4469.0,60.0
PI,2020-02-26,0,0,0,0,460.14285714285717,7.0,3221.0,49.0
PI,2020-02-27,0,0,0,0,383.7142857142857,4.857142857142857,2686.0,34.0
PI,2020-02-28,0,0,0,0,231.85714285714286,4.428571428571429,1623.0,31.0
PI,2020-02-29,0,0,0,0,139.14285714285714,3.7142857142857144,974.0,26.0
PI,2020-03-03,0,0,0,0,106.57142857142857,1.4285714285714286,746.0,10.0
PI,2020-03-04,21,2,4,0,0.2857142857142857,0.0,2.0,0.0
PI,2020-03-05,742,77,28,2,11.285714285714286,0.2857142857142857,79.0,2.0
PI,2020-03-06,5828,322,192,12,57.285714285714285,2.0,401.0,14.0
PI,2020-03-07,24376,1069,726,29,210.0,6.142857142857143,1470.0,43.0
PI,2020-03-08,53224,231,1385,16,243.0,8.428571428571429,1701.0,59.0
PI,2020-03-09,79719,797,1855,9,356.85714285714283,9.714285714285714,2498.0,68.0
PI,2020-03-10,98108,610,2144,12,444.0,11.428571428571429,3108.0,80.0
PI,2020-03-11,113942,168,2432,12,467.7142857142857,13.142857142857142,3274.0,92.0
PI,2020-03-12,129096,664,2650,6,551.5714285714286,13.714285714285714,3861.0,96.0
PI,2020-03-13,0,0,0,0,505.57142857142856,12.0,3539.0,84.0
PI,2020-03-14,0,0,0,0,352.85714285714283,7.857142857142857,2470.0,55.0
PI,2020-03-15,0,0,0,0,319.85714285714283,5.571428571428571,2239.0,39.0
PI,2020-03-16,0,0,0,0,206.0,4.285714285714286,1442.0,30.0
PI,2020-03-17,0,0,0,0,118.85714285714286,2.5714285714285716,832.0,18.0
PI,2020-03-18,0,0,0,0,94.85714285714286,0.8571428571428571,664.0,6.0
PI,2020-03-19,0,0,0,0,0.0,0.0,0.0,0.0
PI,2020-03-20,1,1,0,0,0.14285714285714285,0.0,1.0,0.0
PI,2020-03-21,2,0,0,0,0.14285714285714285,0.0,1.0,0.0
PI,2020-03-22,2,0,0,0,0.14285714285714285,0.0,1.0,0.0
PI,2020-03-23,3,1,0,0,0.2857142857142857,0.0,2.0,0.0
PI,2020-03-24,3,0,0,0,0.2857142857142857,0.0,2.0,0.0
PI,2020-03-25,4,1,0,0,0.42857142857142855,0.0,3.0,0.0
PI,2020-03-26,4,0,0,0,0.42857142857142855,0.0,3.0,0.0
PI,2020-03-27,4,0,0,0,0.2857142857142857,0.0,2.0,0.0
PI,2020-03-28,11,6,1,1,1.1428571428571428,0.14285714285714285,8.0,1.0
PI,2020-03-29,14,3,1,0,1.5714285714285714,0.14285714285714285,11.0,1.0
PI,2020-03-30,16,2,3,2,1.7142857142857142,0.42857142857142855,12.0,3.0
PI,2020-03-31,18,2,4,1,2.0,0.5714285714285714,14.0,4.0
PI,2020-04-03,0,0,0,0,1.8571428571428572,0.5714285714285714,13.0,4.0
PI,2020-04-04,22,1,4,0,2.0,0.5714285714285714,14.0,4.0
PI,2020-04-05,784,42,28,0,8.0,0.5714285714285714,56.0,4.0
PI,2020-04-06,6064,236,202,10,40.857142857142854,1.8571428571428572,286.0,13.0
PI,2020-04-07,25561,1185,762,36,209.71428571428572,7.0,1468.0,49.0
PI,2020-04-08,54443,1219,1401,16,383.57142857142856,9.0,2685.0,63.0
PI,2020-04-09,80750,1031,1868,13,530.5714285714286,10.714285714285714,3714.0,75.0
PI,2020-04-10,98344,236,2149,5,564.2857142857143,11.428571428571429,3950.0,80.0
PI,2020-04-11,114530,588,2441,9,648.1428571428571,12.714285714285714,4537.0,89.0
PI,2020-04-12,129825,729,2658,8,746.2857142857143,13.857142857142858,5224.0,97.0
PI,2020-04-13,50,6,8,1,713.4285714285714,12.571428571428571,4994.0,88.0
PI,2020-04-14,58,8,8,0,545.2857142857143,7.428571428571429,3817.0,52.0
PI,2020-04-15,75,17,8,0,373.57142857142856,5.142857142857143,2615.0,36.0
PI,2020-04-16,91,16,8,0,228.57142857142858,3.2857142857142856,1600.0,23.0
PI,2020-04-17,102,11,8,0,196.42857142857142,2.5714285714285716,1375.0,18.0
PI,2020-04-18,123,21,9,1,115.42857142857143,1.4285714285714286,808.0,10.0
PI,2020-04-19,145,22,10,1,14.428571428571429,0.42857142857142855,101.0,3.0
PI,2020-04-20,158,13,12,2,15.428571428571429,0.5714285714285714,108.0,4.0
PI,2020-04-21,186,28,14,2,18.285714285714285,0.8571428571428571,128.0,6.0
PI,2020-04-22,206,20,15,1,18.714285714285715,1.0,131.0,7.0
PI,2020-04-23,217,11,15,0,18.0,1.0,126.0,7.0
PI,2020-04-24,256,39,16,1,22.0,1.1428571428571428,154.0,8.0
PI,2020-04-25,297,41,17,1,24.857142857142858,1.1428571428571428,174.0,8.0
PI,2020-04-26,331,34,18,1,26.571428571428573,1.1428571428571428,186.0,8.0
PI,2020-04-27,364,33,20,2,29.428571428571427,1.1428571428571428,206.0,8.0
PI,2020-04-28,414,50,21,1,32.57142857142857,1.0,228.0,7.0
PI,2020-04-29,454,40,24,2,35.42857142857143,1.1428571428571428,248.0,8.0
PI,2020-04-30,513,59,24,0,42.285714285714285,1.1428571428571428,296.0,8.0
PI,2020-05-03,0,0,0,0,36.714285714285715,1.0,257.0,7.0
PI,2020-05-04,23,1,4,0,31.0,0.8571428571428571,217.0,6.0
PI,2020-05-05,875,91,29,1,39.142857142857146,0.8571428571428571,274.0,6.0
PI,2020-05-06,6717,653,217,15,127.71428571428571,2.7142857142857144,894.0,19.0
PI,2020-05-07,26079,518,784,22,194.57142857142858,5.714285714285714,1362.0,40.0
PI,2020-05-08,55181,738,1409,8,294.2857142857143,6.571428571428571,2060.0,46.0
PI,2020-05-09,81626,876,1884,16,411.0,8.857142857142858,2877.0,62.0
PI,2020-05-10,98603,259,2156,7,448.0,9.857142857142858,3136.0,69.0
PI,2020-05-11,115026,496,2450,9,518.7142857142857,11.142857142857142,3631.0,78.0
PI,2020-05-12,130539,714,2666,8,607.7142857142857,12.142857142857142,4254.0,85.0
PI,2020-05-13,1612,169,57,8,538.5714285714286,11.142857142857142,3770.0,78.0
PI,2020-05-14,1784,172,60,3,489.14285714285717,8.428571428571429,3424.0,59.0
PI,2020-05-15,1905,121,60,0,401.0,7.285714285714286,2807.0,51.0
PI,2020-05-16,2085,180,65,5,301.57142857142856,5.714285714285714,2111.0,40.0
PI,2020-05-17,2252,167,72,7,288.42857142857144,5.714285714285714,2019.0,40.0
PI,2020-05-18,2287,35,80,8,222.57142857142858,5.571428571428571,1558.0,39.0
PI,2020-05-19,2440,153,85,5,142.42857142857142,5.142857142857143,997.0,36.0
PI,2020-05-20,2637,197,87,2,146.42857142857142,4.285714285714286,1025.0,30.0
PI,2020-05-21,2852,215,91,4,152.57142857142858,4.428571428571429,1068.0,31.0
PI,2020-05-22,3074,222,93,2,167.0,4.714285714285714,1169.0,33.0
PI,2020-05-23,3258,184,99,6,167.57142857142858,4.857142857142857,1173.0,34.0
PI,2020-05-24,3390,132,107,8,162.57142857142858,5.0,1138.0,35.0
PI,2020-05-25,3550,160,110,3,180.42857142857142,4.285714285714286,1263.0,30.0
PI,2020-05-26,3720,170,119,9,182.85714285714286,4.857142857142857,1280.0,34.0
PI,2020-05-27,3966,246,134,15,189.85714285714286,6.714285714285714,1329.0,47.0
PI,2020-05-28,4243,277,138,4,198.71428571428572,6.714285714285714,1391.0,47.0
PI,2020-05-29,4503,260,146,8,204.14285714285714,7.571428571428571,1429.0,53.0
PI,2020-05-30,4745,242,157,11,212.42857142857142,8.285714285714286,1487.0,58.0
PI,2020-05-31,4931,186,161,4,220.14285714285714,7.714285714285714,1541.0,54.0
PI,2020-06-03,0,0,0,0,197.28571428571428,7.285714285714286,1381.0,51.0
PI,2020-06-04,23,0,4,0,173.0,6.0,1211.0,42.0
PI,2020-06-05,949,74,30,1,148.42857142857142,4.0,1039.0,28.0
PI,2020-06-06,7105,388,224,7,164.28571428571428,4.428571428571429,1150.0,31.0
