city,date,cases,daily cases,deaths,daily deaths,daily cases moving average,daily deaths moving average
Igreja Nova,2020-06-20,47,6,2,0,2.7857142857142856,0.07142857142857142
Igreja Nova,2020-06-21,47,0,2,0,2.642857142857143,0.07142857142857142
Igreja Nova,2020-06-22,47,0,2,0,2.642857142857143,0.07142857142857142
Igreja Nova,2020-06-23,48,1,2,0,2.642857142857143,0.07142857142857142
Igreja Nova,2020-06-24,48,0,2,0,2.5,0.07142857142857142
Igreja Nova,2020-06-25,65,17,2,0,3.642857142857143,0.07142857142857142
Igreja Nova,2020-06-26,65,0,2,0,3.4285714285714284,0.07142857142857142
Igreja Nova,2020-06-27,73,8,2,0,3.5714285714285716,0.07142857142857142
Igreja Nova,2020-06-28,73,0,2,0,3.357142857142857,0.07142857142857142
Igreja Nova,2020-06-29,73,0,3,1,3.4285714285714284,0.07142857142857142
