estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily cases moving average,daily deaths moving average,sum_of_daily_cases_week,sum_of_daily_deaths_week
MG,25-02-2020,0,0,0,0,518.5,21.642857142857142,3894.0,187.0
MG,26-02-2020,0,0,0,0,499.35714285714283,20.714285714285715,3569.0,165.0
MG,27-02-2020,0,0,0,0,468.14285714285717,19.785714285714285,2748.0,144.0
MG,28-02-2020,0,0,0,0,421.35714285714283,18.714285714285715,2169.0,112.0
MG,29-02-2020,0,0,0,0,360.35714285714283,17.5,1317.0,77.0
MG,01-03-2020,0,0,0,0,340.42857142857144,16.214285714285715,720.0,38.0
MG,02-03-2020,0,0,0,0,283.42857142857144,14.785714285714286,0.0,0.0
MG,03-03-2020,0,0,0,0,278.14285714285717,13.357142857142858,0.0,0.0
MG,04-03-2020,0,0,0,0,254.92857142857142,11.785714285714286,0.0,0.0
MG,05-03-2020,0,0,0,0,196.28571428571428,10.285714285714286,0.0,0.0
MG,06-03-2020,0,0,0,0,154.92857142857142,8.0,0.0,0.0
MG,07-03-2020,0,0,0,0,94.07142857142857,5.5,0.0,0.0
MG,08-03-2020,0,0,0,0,51.42857142857143,2.7142857142857144,0.0,0.0
MG,09-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
MG,10-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
MG,11-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
MG,12-03-2020,0,0,0,0,0.0,0.0,0.0,0.0
MG,13-03-2020,1,0,0,0,0.0,0.0,0.0,0.0
MG,14-03-2020,1,0,0,0,0.0,0.0,0.0,0.0
MG,15-03-2020,1,0,0,0,0.0,0.0,0.0,0.0
MG,16-03-2020,2,1,0,0,0.07142857142857142,0.0,1.0,0.0
MG,17-03-2020,3,1,0,0,0.14285714285714285,0.0,2.0,0.0
MG,18-03-2020,7,4,0,0,0.42857142857142855,0.0,6.0,0.0
MG,19-03-2020,14,7,0,0,0.9285714285714286,0.0,13.0,0.0
MG,20-03-2020,17,3,0,0,1.1428571428571428,0.0,16.0,0.0
MG,21-03-2020,19,1,0,0,1.2142857142857142,0.0,17.0,0.0
MG,22-03-2020,41,22,0,0,2.7857142857142856,0.0,39.0,0.0
MG,23-03-2020,64,22,0,0,4.357142857142857,0.0,60.0,0.0
MG,24-03-2020,65,1,0,0,4.428571428571429,0.0,60.0,0.0
MG,25-03-2020,66,1,0,0,4.5,0.0,57.0,0.0
MG,26-03-2020,76,10,0,0,5.214285714285714,0.0,60.0,0.0
MG,27-03-2020,94,18,0,0,6.5,0.0,75.0,0.0
MG,28-03-2020,205,110,0,0,14.357142857142858,0.0,184.0,0.0
MG,29-03-2020,231,26,0,0,16.214285714285715,0.0,188.0,0.0
MG,30-03-2020,261,30,1,1,18.285714285714285,0.07142857142857142,196.0,1.0
MG,31-03-2020,275,14,2,1,19.214285714285715,0.14285714285714285,209.0,2.0
MG,01-04-2020,314,39,3,1,21.714285714285715,0.21428571428571427,247.0,3.0
MG,02-04-2020,370,56,4,1,25.214285714285715,0.2857142857142857,293.0,4.0
MG,03-04-2020,397,27,6,2,26.928571428571427,0.42857142857142855,302.0,6.0
MG,04-04-2020,430,33,6,0,29.214285714285715,0.42857142857142855,225.0,6.0
MG,05-04-2020,498,68,6,0,32.5,0.42857142857142855,267.0,6.0
MG,06-04-2020,525,27,9,3,32.857142857142854,0.6428571428571429,264.0,8.0
MG,07-04-2020,559,34,11,2,35.214285714285715,0.7857142857142857,284.0,9.0
MG,08-04-2020,614,55,14,3,39.07142857142857,1.0,300.0,11.0
