index,estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily_cases_moving_average,daily_deaths_moving_average,sum_of_daily_cases_week,sum_of_daily_deaths_week
6227,Pará,2020-02-25,0.0,0,0,0,1328.5714285714287,29.428571428571427,9300.0,206.0
6228,Pará,2020-02-26,0.0,0,0,0,1187.4285714285713,26.0,8312.0,182.0
6229,Pará,2020-02-27,0.0,0,0,0,1129.5714285714287,22.285714285714285,7907.0,156.0
6230,Pará,2020-02-28,0.0,0,0,0,905.1428571428571,15.428571428571429,6336.0,108.0
6231,Pará,2020-02-29,0.0,0,0,0,570.7142857142857,9.571428571428571,3995.0,67.0
6232,Pará,2020-03-01,0.0,0,0,0,272.57142857142856,4.142857142857143,1908.0,29.0
6233,Pará,2020-03-02,0.0,0,0,0,0.0,0.0,0.0,0.0
6234,Pará,2020-03-03,0.0,0,0,0,0.0,0.0,0.0,0.0
6235,Pará,2020-03-04,0.0,0,0,0,0.0,0.0,0.0,0.0
6236,Pará,2020-03-05,0.0,0,0,0,0.0,0.0,0.0,0.0
6237,Pará,2020-03-06,0.0,0,0,0,0.0,0.0,0.0,0.0
6238,Pará,2020-03-07,0.0,0,0,0,0.0,0.0,0.0,0.0
6239,Pará,2020-03-08,0.0,0,0,0,0.0,0.0,0.0,0.0
6240,Pará,2020-03-09,0.0,0,0,0,0.0,0.0,0.0,0.0
6241,Pará,2020-03-10,0.0,0,0,0,0.0,0.0,0.0,0.0
6242,Pará,2020-03-11,0.0,0,0,0,0.0,0.0,0.0,0.0
6243,Pará,2020-03-12,0.0,0,0,0,0.0,0.0,0.0,0.0
6244,Pará,2020-03-13,0.0,0,0,0,0.0,0.0,0.0,0.0
6245,Pará,2020-03-14,0.0,0,0,0,0.0,0.0,0.0,0.0
6246,Pará,2020-03-15,0.0,0,0,0,0.0,0.0,0.0,0.0
6247,Pará,2020-03-16,0.0,0,0,0,0.0,0.0,0.0,0.0
6248,Pará,2020-03-17,0.0,0,0,0,0.0,0.0,0.0,0.0
6249,Pará,2020-03-18,0.0,0,0,0,0.0,0.0,0.0,0.0
6250,Pará,2020-03-19,0.5,0,0,0,0.0,0.0,0.0,0.0
6251,Pará,2020-03-20,1.0,0,0,0,0.0,0.0,0.0,0.0
6252,Pará,2020-03-21,1.0,0,0,0,0.0,0.0,0.0,0.0
6253,Pará,2020-03-22,2.0,1,0,0,0.14285714285714285,0.0,1.0,0.0
6254,Pará,2020-03-23,2.5,0,0,0,0.14285714285714285,0.0,1.0,0.0
6255,Pará,2020-03-24,2.5,0,0,0,0.14285714285714285,0.0,1.0,0.0
6256,Pará,2020-03-25,3.5,1,0,0,0.2857142857142857,0.0,2.0,0.0
6257,Pará,2020-03-26,6.5,3,0,0,0.7142857142857143,0.0,5.0,0.0
6258,Pará,2020-03-27,6.5,0,0,0,0.7142857142857143,0.0,5.0,0.0
6259,Pará,2020-03-28,17.0,10,0,0,2.142857142857143,0.0,15.0,0.0
6260,Pará,2020-03-29,18.0,1,0,0,2.142857142857143,0.0,15.0,0.0
6261,Pará,2020-03-30,21.0,3,0,0,2.5714285714285716,0.0,18.0,0.0
6262,Pará,2020-03-31,32.0,11,0,0,4.142857142857143,0.0,29.0,0.0
6263,Pará,2020-04-01,40.5,8,1,1,5.142857142857143,0.14285714285714285,36.0,1.0
6264,Pará,2020-04-02,46.0,5,1,0,5.428571428571429,0.14285714285714285,38.0,1.0
6265,Pará,2020-04-03,50.0,4,1,0,6.0,0.14285714285714285,42.0,1.0
6266,Pará,2020-04-04,80.0,30,1,0,8.857142857142858,0.14285714285714285,62.0,1.0
6267,Pará,2020-04-05,86.0,6,1,0,9.571428571428571,0.14285714285714285,67.0,1.0
