estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily cases moving average,daily deaths moving average,sum_of_daily_cases_week,sum_of_daily_deaths_week
DF,01/01/2021,126038,188,2131,2,2015.7142857142858,50.857142857142854,14110.0,356.0
DF,01/02/2021,138953,398,2282,5,1248.7142857142858,16.428571428571427,8741.0,115.0
DF,01/03/2020,0,0,0,0,965.4285714285714,8.714285714285714,6758.0,61.0
DF,01/03/2021,149418,1071,2432,13,773.5714285714286,9.571428571428571,5415.0,67.0
DF,01/04/2020,177,11,1,0,704.2857142857143,6.0,4930.0,42.0
DF,01/04/2021,172841,659,3075,60,708.0,12.285714285714286,4956.0,86.0
DF,01/05/2020,733,55,15,0,340.2857142857143,11.428571428571429,2382.0,80.0
DF,01/06/2020,5255,365,85,0,365.57142857142856,11.142857142857142,2559.0,78.0
DF,01/07/2020,25338,729,310,16,412.85714285714283,12.714285714285714,2890.0,89.0
DF,01/08/2020,53961,815,745,10,529.2857142857143,14.142857142857142,3705.0,99.0
DF,01/09/2020,81749,728,1286,26,480.2857142857143,16.0,3362.0,112.0
DF,01/10/2020,96563,441,1638,10,541.7142857142857,17.428571428571427,3792.0,122.0
DF,01/11/2020,106728,105,1844,2,462.57142857142856,9.142857142857142,3238.0,64.0
DF,01/12/2020,115061,488,1969,4,524.4285714285714,9.714285714285714,3671.0,68.0
DF,02/01/2021,126437,398,2134,2,529.1428571428571,10.0,3704.0,70.0
DF,02/02/2021,139158,204,2286,4,454.14285714285717,8.285714285714286,3179.0,58.0
DF,02/03/2020,0,0,0,0,337.7142857142857,6.857142857142857,2364.0,48.0
DF,02/03/2021,149699,281,2443,11,273.85714285714283,4.714285714285714,1917.0,33.0
DF,02/04/2020,185,7,2,0,211.85714285714286,3.2857142857142856,1483.0,23.0
DF,02/04/2021,173436,595,3103,28,281.85714285714283,7.0,1973.0,49.0
DF,02/05/2020,783,50,15,0,219.28571428571428,6.428571428571429,1535.0,45.0
DF,02/06/2020,5628,373,88,3,215.71428571428572,6.571428571428571,1510.0,46.0
DF,02/07/2020,26140,802,315,5,301.14285714285717,6.714285714285714,2108.0,47.0
DF,02/08/2020,55014,1053,761,16,451.57142857142856,9.0,3161.0,63.0
DF,02/09/2020,82324,575,1304,18,493.57142857142856,10.0,3455.0,70.0
DF,02/10/2020,97021,457,1645,7,557.8571428571429,11.0,3905.0,77.0
DF,02/11/2020,106818,90,1847,3,485.7142857142857,7.428571428571429,3400.0,52.0
DF,02/12/2020,115452,391,1977,8,534.4285714285714,8.571428571428571,3741.0,60.0
DF,03/01/2021,126677,240,2134,0,515.4285714285714,8.142857142857142,3608.0,57.0
DF,03/02/2021,139486,328,2291,4,447.7142857142857,8.0,3134.0,56.0
DF,03/03/2020,0,0,0,0,297.2857142857143,5.714285714285714,2081.0,40.0
DF,03/03/2021,150459,760,2450,6,323.7142857142857,4.0,2266.0,28.0
DF,03/04/2020,201,16,2,0,260.7142857142857,3.0,1825.0,21.0
DF,03/04/2021,174343,907,3117,14,377.42857142857144,4.571428571428571,2642.0,32.0
DF,03/05/2020,824,41,16,1,327.42857142857144,3.5714285714285716,2292.0,25.0
DF,03/06/2020,6010,382,95,7,347.7142857142857,4.571428571428571,2434.0,32.0
DF,03/07/2020,26998,857,321,6,423.2857142857143,4.857142857142857,2963.0,34.0
DF,03/08/2020,56022,1008,773,11,567.2857142857143,6.428571428571429,3971.0,45.0
DF,03/09/2020,82951,627,1320,16,548.2857142857143,7.857142857142857,3838.0,55.0
DF,03/10/2020,97391,370,1654,9,598.8571428571429,9.142857142857142,4192.0,64.0
DF,03/11/2020,107101,283,1853,6,509.7142857142857,8.0,3568.0,56.0
DF,03/12/2020,115713,260,1981,3,541.0,8.285714285714286,3787.0,58.0
DF,04/01/2021,127155,477,2144,10,554.5714285714286,8.714285714285714,3882.0,61.0
DF,04/02/2021,139701,215,2295,4,462.85714285714283,8.428571428571429,3240.0,59.0
