index,estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily_cases_moving_average,daily_deaths_moving_average,sum_of_daily_cases_week,sum_of_daily_deaths_week
1944,Bahia,2020-02-25,0.0,0,0,0,145.85714285714286,3.5714285714285716,1021.0,25.0
1945,Bahia,2020-02-26,0.0,0,0,0,122.42857142857143,3.4285714285714284,857.0,24.0
1946,Bahia,2020-02-27,0.0,0,0,0,109.42857142857143,3.2857142857142856,766.0,23.0
1947,Bahia,2020-02-28,0.0,0,0,0,86.0,2.0,602.0,14.0
1948,Bahia,2020-02-29,0.0,0,0,0,56.714285714285715,1.4285714285714286,397.0,10.0
1949,Bahia,2020-03-01,0.0,0,0,0,32.142857142857146,0.8571428571428571,225.0,6.0
1950,Bahia,2020-03-02,0.0,0,0,0,0.0,0.0,0.0,0.0
1951,Bahia,2020-03-03,0.0,0,0,0,0.0,0.0,0.0,0.0
1952,Bahia,2020-03-04,0.0,0,0,0,0.0,0.0,0.0,0.0
1953,Bahia,2020-03-05,0.0,0,0,0,0.0,0.0,0.0,0.0
1954,Bahia,2020-03-06,0.5,0,0,0,0.0,0.0,0.0,0.0
1955,Bahia,2020-03-07,1.0,0,0,0,0.0,0.0,0.0,0.0
1956,Bahia,2020-03-08,1.0,0,0,0,0.0,0.0,0.0,0.0
1957,Bahia,2020-03-09,1.0,0,0,0,0.0,0.0,0.0,0.0
1958,Bahia,2020-03-10,1.0,0,0,0,0.0,0.0,0.0,0.0
1959,Bahia,2020-03-11,1.0,0,0,0,0.0,0.0,0.0,0.0
1960,Bahia,2020-03-12,1.0,0,0,0,0.0,0.0,0.0,0.0
1961,Bahia,2020-03-13,1.0,0,0,0,0.0,0.0,0.0,0.0
1962,Bahia,2020-03-14,1.0,0,0,0,0.0,0.0,0.0,0.0
1963,Bahia,2020-03-15,1.0,0,0,0,0.0,0.0,0.0,0.0
1964,Bahia,2020-03-16,1.0,0,0,0,0.0,0.0,0.0,0.0
1965,Bahia,2020-03-17,1.5,0,0,0,0.0,0.0,0.0,0.0
1966,Bahia,2020-03-18,1.5,0,0,0,0.0,0.0,0.0,0.0
1967,Bahia,2020-03-19,15.0,13,0,0,1.8571428571428572,0.0,13.0,0.0
1968,Bahia,2020-03-20,16.5,1,0,0,2.0,0.0,14.0,0.0
1969,Bahia,2020-03-21,20.5,4,0,0,2.5714285714285716,0.0,18.0,0.0
1970,Bahia,2020-03-22,24.5,4,0,0,3.142857142857143,0.0,22.0,0.0
1971,Bahia,2020-03-23,31.5,7,0,0,4.142857142857143,0.0,29.0,0.0
1972,Bahia,2020-03-24,38.0,6,0,0,5.0,0.0,35.0,0.0
1973,Bahia,2020-03-25,42.0,4,0,0,5.571428571428571,0.0,39.0,0.0
