estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily_cases_moving average,daily_deaths_moving average,sum_of_daily_cases_week,sum_of_daily_deaths_week
PR,2020-02-25,0,0,0,0,902.4285714285714,23.285714285714285,6317.0,163.0
PR,2020-02-26,0,0,0,0,707.2857142857143,18.142857142857142,4951.0,127.0
PR,2020-02-27,0,0,0,0,549.7142857142857,14.142857142857142,3848.0,99.0
PR,2020-02-28,0,0,0,0,423.7142857142857,10.285714285714286,2966.0,72.0
PR,2020-02-29,0,0,0,0,351.42857142857144,6.714285714285714,2460.0,47.0
PR,2020-03-01,0,0,0,0,220.0,3.7142857142857144,1540.0,26.0
PR,2020-03-02,0,0,0,0,0.0,0.0,0.0,0.0
PR,2020-03-03,0,0,0,0,0.0,0.0,0.0,0.0
PR,2020-03-04,0,0,0,0,0.0,0.0,0.0,0.0
PR,2020-03-05,0,0,0,0,0.0,0.0,0.0,0.0
PR,2020-03-06,0,0,0,0,0.0,0.0,0.0,0.0
PR,2020-03-07,0,0,0,0,0.0,0.0,0.0,0.0
PR,2020-03-08,0,0,0,0,0.0,0.0,0.0,0.0
PR,2020-03-09,0,0,0,0,0.0,0.0,0.0,0.0
PR,2020-03-10,0,0,0,0,0.0,0.0,0.0,0.0
PR,2020-03-11,0,0,0,0,0.0,0.0,0.0,0.0
PR,2020-03-12,3,3,0,0,0.42857142857142855,0.0,3.0,0.0
PR,2020-03-13,3,0,0,0,0.42857142857142855,0.0,3.0,0.0
PR,2020-03-14,3,0,0,0,0.42857142857142855,0.0,3.0,0.0
PR,2020-03-15,3,0,0,0,0.42857142857142855,0.0,3.0,0.0
PR,2020-03-16,3,0,0,0,0.42857142857142855,0.0,3.0,0.0
PR,2020-03-17,3,0,0,0,0.42857142857142855,0.0,3.0,0.0
PR,2020-03-18,6,3,0,0,0.8571428571428571,0.0,6.0,0.0
PR,2020-03-19,11,5,0,0,1.1428571428571428,0.0,8.0,0.0
PR,2020-03-20,16,4,0,0,1.7142857142857142,0.0,12.0,0.0
PR,2020-03-21,21,5,0,0,2.4285714285714284,0.0,17.0,0.0
PR,2020-03-22,25,3,0,0,2.857142857142857,0.0,20.0,0.0
PR,2020-03-23,28,3,0,0,3.2857142857142856,0.0,23.0,0.0
PR,2020-03-24,32,4,0,0,3.857142857142857,0.0,27.0,0.0
PR,2020-03-25,40,8,0,0,4.571428571428571,0.0,32.0,0.0
PR,2020-03-26,51,10,0,0,5.285714285714286,0.0,37.0,0.0
PR,2020-03-27,59,8,1,1,5.857142857142857,0.14285714285714285,41.0,1.0
PR,2020-03-28,133,73,2,1,15.571428571428571,0.2857142857142857,109.0,2.0
PR,2020-03-29,148,15,2,0,17.285714285714285,0.2857142857142857,121.0,2.0
PR,2020-03-30,155,7,3,1,17.857142857142858,0.42857142857142855,125.0,3.0
PR,2020-03-31,179,24,3,0,20.714285714285715,0.42857142857142855,145.0,3.0
PR,2020-04-01,224,45,3,0,26.0,0.42857142857142855,182.0,3.0
PR,2020-04-02,252,28,4,1,28.571428571428573,0.5714285714285714,200.0,4.0
PR,2020-04-03,301,49,4,0,34.42857142857143,0.42857142857142855,241.0,3.0
PR,2020-04-04,395,94,6,2,37.42857142857143,0.5714285714285714,262.0,4.0
PR,2020-04-05,438,43,9,3,41.42857142857143,1.0,290.0,7.0
PR,2020-04-06,458,20,11,2,43.285714285714285,1.1428571428571428,303.0,8.0
PR,2020-04-07,503,45,15,4,46.285714285714285,1.7142857142857142,324.0,12.0
PR,2020-04-08,539,36,17,2,45.0,2.0,315.0,14.0
PR,2020-04-09,609,70,22,5,51.0,2.5714285714285716,357.0,18.0
PR,2020-04-10,643,34,25,3,48.857142857142854,3.0,342.0,21.0
PR,2020-04-11,676,33,26,1,40.142857142857146,2.857142857142857,281.0,20.0
PR,2020-04-12,738,62,30,4,42.857142857142854,3.0,300.0,21.0
PR,2020-04-13,756,18,31,1,42.57142857142857,2.857142857142857,298.0,20.0
PR,2020-04-14,791,35,36,5,41.142857142857146,3.0,288.0,21.0
