index,estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily_cases_moving_average,daily_deaths_moving_average,sum_of_daily_cases_week,sum_of_daily_deaths_week
4023,Maranhão,2020-02-25,0.0,0,0,0,1643.142857142857,69.28571428571429,11502.0,485.0
4024,Maranhão,2020-02-26,0.0,0,0,0,1353.142857142857,53.714285714285715,9472.0,376.0
4025,Maranhão,2020-02-27,0.0,0,0,0,1060.4285714285713,45.857142857142854,7423.0,321.0
4026,Maranhão,2020-02-28,0.0,0,0,0,686.5714285714286,26.428571428571427,4806.0,185.0
4027,Maranhão,2020-02-29,0.0,0,0,0,302.2857142857143,9.142857142857142,2116.0,64.0
4028,Maranhão,2020-03-01,0.0,0,0,0,27.857142857142858,1.5714285714285714,195.0,11.0
4029,Maranhão,2020-03-02,0.0,0,0,0,0.0,0.0,0.0,0.0
4030,Maranhão,2020-03-03,0.0,0,0,0,0.0,0.0,0.0,0.0
4031,Maranhão,2020-03-04,0.0,0,0,0,0.0,0.0,0.0,0.0
4032,Maranhão,2020-03-05,0.0,0,0,0,0.0,0.0,0.0,0.0
4033,Maranhão,2020-03-06,0.0,0,0,0,0.0,0.0,0.0,0.0
4034,Maranhão,2020-03-07,0.0,0,0,0,0.0,0.0,0.0,0.0
4035,Maranhão,2020-03-08,0.0,0,0,0,0.0,0.0,0.0,0.0
4036,Maranhão,2020-03-09,0.0,0,0,0,0.0,0.0,0.0,0.0
4037,Maranhão,2020-03-10,0.0,0,0,0,0.0,0.0,0.0,0.0
4038,Maranhão,2020-03-11,0.0,0,0,0,0.0,0.0,0.0,0.0
4039,Maranhão,2020-03-12,0.0,0,0,0,0.0,0.0,0.0,0.0
4040,Maranhão,2020-03-13,0.0,0,0,0,0.0,0.0,0.0,0.0
4041,Maranhão,2020-03-14,0.0,0,0,0,0.0,0.0,0.0,0.0
4042,Maranhão,2020-03-15,0.0,0,0,0,0.0,0.0,0.0,0.0
4043,Maranhão,2020-03-16,0.0,0,0,0,0.0,0.0,0.0,0.0
4044,Maranhão,2020-03-17,0.0,0,0,0,0.0,0.0,0.0,0.0
4045,Maranhão,2020-03-18,0.0,0,0,0,0.0,0.0,0.0,0.0
4046,Maranhão,2020-03-19,0.0,0,0,0,0.0,0.0,0.0,0.0
4047,Maranhão,2020-03-20,0.0,0,0,0,0.0,0.0,0.0,0.0
4048,Maranhão,2020-03-21,0.5,0,0,0,0.0,0.0,0.0,0.0
4049,Maranhão,2020-03-22,1.0,0,0,0,0.0,0.0,0.0,0.0
4050,Maranhão,2020-03-23,1.0,0,0,0,0.0,0.0,0.0,0.0
4051,Maranhão,2020-03-24,4.0,3,0,0,0.42857142857142855,0.0,3.0,0.0
4052,Maranhão,2020-03-25,4.0,0,0,0,0.42857142857142855,0.0,3.0,0.0
4053,Maranhão,2020-03-26,5.0,1,0,0,0.5714285714285714,0.0,4.0,0.0
4054,Maranhão,2020-03-27,6.5,1,0,0,0.7142857142857143,0.0,5.0,0.0
4055,Maranhão,2020-03-28,14.0,7,0,0,1.7142857142857142,0.0,12.0,0.0
4056,Maranhão,2020-03-29,16.0,2,0,0,2.0,0.0,14.0,0.0
4057,Maranhão,2020-03-30,23.0,7,1,1,3.0,0.14285714285714285,21.0,1.0
4058,Maranhão,2020-03-31,31.0,8,1,0,3.7142857142857144,0.14285714285714285,26.0,1.0
4059,Maranhão,2020-04-01,53.0,22,1,0,6.857142857142857,0.14285714285714285,48.0,1.0
4060,Maranhão,2020-04-02,71.0,18,1,0,9.285714285714286,0.14285714285714285,65.0,1.0
4061,Maranhão,2020-04-03,81.0,10,1,0,10.571428571428571,0.14285714285714285,74.0,1.0
4062,Maranhão,2020-04-04,88.0,7,1,0,10.571428571428571,0.14285714285714285,74.0,1.0
4063,Maranhão,2020-04-05,96.0,8,2,1,11.428571428571429,0.2857142857142857,80.0,2.0
4064,Maranhão,2020-04-06,133.0,37,2,0,15.714285714285714,0.14285714285714285,110.0,1.0
4065,Maranhão,2020-04-07,172.0,39,4,2,20.142857142857142,0.42857142857142855,141.0,3.0
4066,Maranhão,2020-04-08,230.0,58,11,7,25.285714285714285,1.4285714285714286,177.0,10.0
4067,Maranhão,2020-04-09,273.0,43,12,1,28.857142857142858,1.5714285714285714,202.0,11.0
4068,Maranhão,2020-04-10,293.0,20,16,4,30.285714285714285,2.142857142857143,212.0,15.0
4069,Maranhão,2020-04-11,344.0,51,21,5,36.57142857142857,2.857142857142857,256.0,20.0
4070,Maranhão,2020-04-12,398.0,54,24,3,43.142857142857146,3.142857142857143,302.0,22.0
4071,Maranhão,2020-04-13,445.0,47,27,3,44.57142857142857,3.5714285714285716,312.0,25.0
4072,Maranhão,2020-04-14,478.0,33,32,5,43.714285714285715,4.0,306.0,28.0
4073,Maranhão,2020-04-15,630.0,152,34,2,57.142857142857146,3.2857142857142856,400.0,23.0
4074,Maranhão,2020-04-16,695.0,65,37,3,60.285714285714285,3.5714285714285716,422.0,25.0
4075,Maranhão,2020-04-17,797.0,102,40,3,72.0,3.4285714285714284,504.0,24.0
4076,Maranhão,2020-04-18,1040.0,243,44,4,99.42857142857143,3.2857142857142856,696.0,23.0
4077,Maranhão,2020-04-19,1205.0,165,48,4,115.28571428571429,3.4285714285714284,807.0,24.0
4078,Maranhão,2020-04-20,1320.0,115,54,6,125.0,3.857142857142857,875.0,27.0
4079,Maranhão,2020-04-21,1396.0,76,60,6,131.14285714285714,4.0,918.0,28.0
4080,Maranhão,2020-04-22,1604.0,208,66,6,139.14285714285714,4.571428571428571,974.0,32.0
4081,Maranhão,2020-04-23,1757.0,153,76,10,151.71428571428572,5.571428571428571,1062.0,39.0
4082,Maranhão,2020-04-24,1951.0,194,88,12,164.85714285714286,6.857142857142857,1154.0,48.0
4083,Maranhão,2020-04-25,2105.0,154,100,12,152.14285714285714,8.0,1065.0,56.0
4084,Maranhão,2020-04-26,2223.0,118,112,12,145.42857142857142,9.142857142857142,1018.0,64.0
4085,Maranhão,2020-04-27,2410.0,187,125,13,155.71428571428572,10.142857142857142,1090.0,71.0
4086,Maranhão,2020-04-28,2528.0,118,145,20,161.71428571428572,12.142857142857142,1132.0,85.0
