estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily cases moving average,daily deaths moving average,sum_of_daily_cases_week,sum_of_daily_deaths_week
MS,01-01-2021,67375,494,1173,9,2918.8571428571427,77.85714285714286,20432.0,545.0
MS,01-02-2021,80685,175,1460,6,1636.4285714285713,31.571428571428573,11455.0,221.0
MS,01-03-2020,0,0,0,0,1550.142857142857,31.0,10851.0,217.0
MS,01-03-2021,90990,226,1665,5,1166.857142857143,21.714285714285715,8168.0,152.0
MS,01-04-2020,25,1,0,0,1009.5714285714286,21.142857142857142,7067.0,148.0
MS,01-04-2021,108728,929,2167,28,975.1428571428571,19.142857142857142,6826.0,134.0
MS,01-05-2020,130,3,4,0,261.14285714285717,6.857142857142857,1828.0,48.0
MS,01-06-2020,784,39,10,0,196.14285714285714,5.571428571428571,1373.0,39.0
MS,01-07-2020,4338,355,42,4,221.85714285714286,5.285714285714286,1553.0,37.0
MS,01-08-2020,12869,401,194,6,279.14285714285717,6.142857142857143,1954.0,43.0
MS,01-09-2020,24910,441,444,13,309.85714285714283,7.285714285714286,2169.0,51.0
MS,01-10-2020,35119,266,655,4,347.7142857142857,7.857142857142857,2434.0,55.0
MS,01-11-2020,41309,137,801,5,234.57142857142858,4.571428571428571,1642.0,32.0
MS,01-12-2020,50075,545,890,5,312.0,5.285714285714286,2184.0,37.0
MS,02-01-2021,67680,305,1180,6,350.0,6.142857142857143,2450.0,43.0
MS,02-02-2021,81110,424,1468,8,359.85714285714283,6.714285714285714,2519.0,47.0
MS,02-03-2020,0,0,0,0,302.57142857142856,5.857142857142857,2118.0,41.0
MS,02-03-2021,91552,562,1675,10,319.85714285714283,5.428571428571429,2239.0,38.0
MS,02-04-2020,26,1,0,0,282.0,4.857142857142857,1974.0,34.0
MS,02-04-2021,109479,751,2188,21,369.7142857142857,7.142857142857143,2588.0,50.0
MS,02-05-2020,133,2,4,0,292.14285714285717,6.428571428571429,2045.0,45.0
MS,02-06-2020,823,39,10,0,254.14285714285714,5.571428571428571,1779.0,39.0
MS,02-07-2020,4531,193,45,3,221.14285714285714,4.857142857142857,1548.0,34.0
MS,02-08-2020,13001,132,202,7,240.0,5.857142857142857,1680.0,41.0
MS,02-09-2020,25322,412,451,7,218.57142857142858,5.428571428571429,1530.0,38.0
MS,02-10-2020,35414,294,663,7,260.42857142857144,6.428571428571429,1823.0,45.0
MS,02-11-2020,41442,133,804,3,172.14285714285714,3.857142857142857,1205.0,27.0
MS,02-12-2020,50551,475,896,6,239.71428571428572,4.714285714285714,1678.0,33.0
MS,03-01-2021,67958,278,1186,6,273.85714285714283,5.571428571428571,1917.0,39.0
MS,03-02-2021,81501,391,1479,10,302.14285714285717,6.571428571428571,2115.0,46.0
MS,03-03-2020,0,0,0,0,283.2857142857143,5.571428571428571,1983.0,39.0
MS,03-03-2021,92058,506,1687,12,296.7142857142857,6.285714285714286,2077.0,44.0
MS,03-04-2020,30,3,0,0,255.14285714285714,5.285714285714286,1786.0,37.0
MS,03-04-2021,109928,449,2212,24,300.2857142857143,8.285714285714286,2102.0,58.0
MS,03-05-2020,136,3,5,0,232.85714285714286,7.428571428571429,1630.0,52.0
MS,03-06-2020,901,78,10,0,204.28571428571428,6.571428571428571,1430.0,46.0
MS,03-07-2020,4694,163,53,8,171.71428571428572,6.285714285714286,1202.0,44.0
MS,03-08-2020,13322,321,210,8,217.57142857142858,7.428571428571429,1523.0,52.0
MS,03-09-2020,25787,465,457,5,211.71428571428572,6.428571428571429,1482.0,45.0
MS,03-10-2020,35738,324,667,4,257.57142857142856,7.0,1803.0,49.0
MS,03-11-2020,41511,69,806,1,203.28571428571428,3.7142857142857144,1423.0,26.0
MS,03-12-2020,51118,567,902,5,283.85714285714283,4.428571428571429,1987.0,31.0
MS,04-01-2021,68125,166,1199,13,296.42857142857144,6.285714285714286,2075.0,44.0
MS,04-02-2021,81846,344,1486,7,322.2857142857143,6.142857142857143,2256.0,43.0
MS,04-03-2020,0,0,0,0,276.42857142857144,5.0,1935.0,35.0
MS,04-03-2021,92556,497,1696,9,281.0,5.571428571428571,1967.0,39.0
MS,04-04-2020,31,1,0,0,234.85714285714286,5.0,1644.0,35.0
MS,04-04-2021,110447,518,2240,28,299.0,8.857142857142858,2093.0,62.0
MS,04-05-2020,137,1,5,0,218.14285714285714,8.142857142857142,1527.0,57.0
MS,04-06-2020,962,61,10,0,203.14285714285714,6.285714285714286,1422.0,44.0
MS,04-07-2020,4955,261,57,3,191.28571428571428,5.714285714285714,1339.0,40.0
MS,04-08-2020,13839,516,216,5,265.0,6.428571428571429,1855.0,45.0
MS,04-09-2020,26203,415,469,12,253.28571428571428,6.857142857142857,1773.0,48.0
MS,04-10-2020,35861,123,675,8,270.7142857142857,8.0,1895.0,56.0
MS,04-11-2020,41719,208,811,5,226.42857142857142,4.714285714285714,1585.0,33.0
MS,04-12-2020,51716,598,909,7,311.7142857142857,5.714285714285714,2182.0,40.0
MS,05-01-2021,68785,660,1215,16,397.2857142857143,8.0,2781.0,56.0
MS,05-02-2021,82157,311,1491,5,404.42857142857144,8.285714285714286,2831.0,58.0
MS,05-03-2020,0,0,0,0,330.7142857142857,7.571428571428571,2315.0,53.0
MS,05-03-2021,92941,385,1708,11,326.42857142857144,7.428571428571429,2285.0,52.0
MS,05-04-2020,32,1,0,0,309.0,6.285714285714286,2163.0,44.0
MS,05-04-2021,110862,415,2256,16,338.57142857142856,7.857142857142857,2370.0,55.0
MS,05-05-2020,141,4,5,0,253.71428571428572,6.857142857142857,1776.0,48.0
MS,05-06-2020,998,36,10,0,164.57142857142858,4.571428571428571,1152.0,32.0
MS,05-07-2020,5044,89,58,1,132.85714285714286,4.0,930.0,28.0
MS,05-08-2020,14157,318,221,5,178.28571428571428,4.714285714285714,1248.0,33.0
MS,05-09-2020,26664,461,476,7,189.14285714285714,4.142857142857143,1324.0,29.0
MS,05-10-2020,35996,135,682,7,208.28571428571428,5.142857142857143,1458.0,36.0
MS,05-11-2020,41808,88,814,3,161.57142857142858,3.2857142857142856,1131.0,23.0
MS,05-12-2020,52363,647,913,4,253.42857142857142,3.857142857142857,1774.0,27.0
MS,06-01-2021,69576,791,1229,14,361.2857142857143,5.857142857142857,2529.0,41.0
MS,06-02-2021,82570,413,1499,8,407.57142857142856,6.857142857142857,2853.0,48.0
MS,06-03-2020,0,0,0,0,362.14285714285717,6.142857142857143,2535.0,43.0
MS,06-03-2021,93536,595,1715,7,381.2857142857143,6.142857142857143,2669.0,43.0
MS,06-04-2020,33,0,0,0,362.0,5.142857142857143,2534.0,36.0
MS,06-04-2021,111604,742,2285,29,455.42857142857144,8.857142857142858,3188.0,62.0
MS,06-05-2020,144,2,5,0,363.2857142857143,8.285714285714286,2543.0,58.0
MS,06-06-2020,1066,67,10,0,259.85714285714283,6.285714285714286,1819.0,44.0
MS,06-07-2020,5126,82,61,2,212.57142857142858,5.428571428571429,1488.0,38.0
MS,06-08-2020,14550,393,229,8,268.7142857142857,6.571428571428571,1881.0,46.0
MS,06-09-2020,26745,81,483,6,195.28571428571428,6.428571428571429,1367.0,45.0
MS,06-10-2020,36273,276,688,5,234.71428571428572,7.142857142857143,1643.0,50.0
MS,06-11-2020,42079,271,817,2,167.42857142857142,3.2857142857142856,1172.0,23.0
MS,06-12-2020,52611,248,916,3,202.57142857142858,3.7142857142857144,1418.0,26.0
MS,07-01-2021,70231,655,1243,13,286.57142857142856,5.571428571428571,2006.0,39.0
MS,07-02-2021,82776,206,1506,6,304.2857142857143,6.142857142857143,2130.0,43.0
MS,07-03-2020,0,0,0,0,248.14285714285714,5.0,1737.0,35.0
