estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily cases moving average,daily deaths moving average,sum_of_daily_cases_week,sum_of_daily_deaths_week
RR,2020-01-03,0,0,0,0,923.2857142857143,24.0,6463.0,168.0
RR,2020-01-04,22,6,0,0,693.7142857142857,18.571428571428573,4856.0,130.0
RR,2020-01-05,602,83,8,1,617.5714285714286,15.428571428571429,4323.0,108.0
RR,2020-01-06,3692,218,116,0,465.85714285714283,12.0,3261.0,84.0
RR,2020-01-07,15153,512,314,31,419.2857142857143,12.571428571428571,2935.0,88.0
RR,2020-01-08,32723,707,513,8,345.0,8.714285714285714,2415.0,61.0
RR,2020-01-09,43707,189,593,6,245.0,6.571428571428571,1715.0,46.0
RR,2020-01-10,50681,232,654,6,278.14285714285717,7.428571428571429,1947.0,52.0
RR,2020-01-11,57407,123,692,0,294.85714285714283,7.428571428571429,2064.0,52.0
RR,2020-01-12,63572,250,728,1,318.7142857142857,7.428571428571429,2231.0,52.0
RR,2020-02-03,0,0,0,0,287.57142857142856,7.428571428571429,2013.0,52.0
RR,2020-02-04,26,4,0,0,215.0,3.0,1505.0,21.0
RR,2020-02-05,668,66,9,1,123.42857142857143,2.0,864.0,14.0
RR,2020-02-06,3850,158,120,4,119.0,1.7142857142857142,833.0,12.0
RR,2020-02-07,17583,2430,354,40,433.0,6.571428571428571,3031.0,46.0
RR,2020-02-08,33151,428,513,0,476.57142857142856,6.571428571428571,3336.0,46.0
RR,2020-02-09,44036,329,595,2,487.85714285714283,6.714285714285714,3415.0,47.0
RR,2020-02-10,51013,332,659,5,535.2857142857143,7.428571428571429,3747.0,52.0
RR,2020-02-11,57488,81,692,0,546.2857142857143,7.428571428571429,3824.0,52.0
RR,2020-02-12,63899,327,734,6,583.5714285714286,8.142857142857142,4085.0,57.0
RR,2020-02-25,0,0,0,0,561.0,7.571428571428571,3927.0,53.0
RR,2020-02-26,0,0,0,0,213.85714285714286,1.8571428571428572,1497.0,13.0
RR,2020-02-27,0,0,0,0,152.71428571428572,1.8571428571428572,1069.0,13.0
RR,2020-02-28,0,0,0,0,105.71428571428571,1.5714285714285714,740.0,11.0
RR,2020-02-29,0,0,0,0,58.285714285714285,0.8571428571428571,408.0,6.0
RR,2020-03-03,0,0,0,0,46.714285714285715,0.8571428571428571,327.0,6.0
RR,2020-03-04,30,4,0,0,0.5714285714285714,0.0,4.0,0.0
RR,2020-03-05,740,72,11,2,10.857142857142858,0.2857142857142857,76.0,2.0
RR,2020-03-06,4143,293,124,4,52.714285714285715,0.8571428571428571,369.0,6.0
RR,2020-03-07,18323,740,358,4,158.42857142857142,1.4285714285714286,1109.0,10.0
RR,2020-03-08,33188,37,513,0,163.71428571428572,1.4285714285714286,1146.0,10.0
RR,2020-03-09,44334,298,596,1,206.28571428571428,1.5714285714285714,1444.0,11.0
RR,2020-03-10,51298,285,661,2,247.0,1.8571428571428572,1729.0,13.0
RR,2020-03-11,57624,136,692,0,265.85714285714283,1.8571428571428572,1861.0,13.0
RR,2020-03-12,64174,275,739,5,294.85714285714283,2.2857142857142856,2064.0,16.0
RR,2020-03-13,0,0,0,0,253.0,1.7142857142857142,1771.0,12.0
RR,2020-03-14,0,0,0,0,147.28571428571428,1.1428571428571428,1031.0,8.0
RR,2020-03-15,0,0,0,0,142.0,1.1428571428571428,994.0,8.0
RR,2020-03-16,0,0,0,0,99.42857142857143,1.0,696.0,7.0
RR,2020-03-17,0,0,0,0,58.714285714285715,0.7142857142857143,411.0,5.0
RR,2020-03-18,0,0,0,0,39.285714285714285,0.7142857142857143,275.0,5.0
RR,2020-03-19,0,0,0,0,0.0,0.0,0.0,0.0
RR,2020-03-20,0,0,0,0,0.0,0.0,0.0,0.0
RR,2020-03-21,0,0,0,0,0.0,0.0,0.0,0.0
RR,2020-03-22,1,1,0,0,0.14285714285714285,0.0,1.0,0.0
RR,2020-03-23,1,0,0,0,0.14285714285714285,0.0,1.0,0.0
RR,2020-03-24,1,0,0,0,0.14285714285714285,0.0,1.0,0.0
RR,2020-03-25,4,3,0,0,0.5714285714285714,0.0,4.0,0.0
RR,2020-03-26,4,0,0,0,0.5714285714285714,0.0,4.0,0.0
RR,2020-03-27,5,1,0,0,0.7142857142857143,0.0,5.0,0.0
RR,2020-03-28,12,7,0,0,1.7142857142857142,0.0,12.0,0.0
RR,2020-03-29,16,4,0,0,2.142857142857143,0.0,15.0,0.0
RR,2020-03-30,16,0,0,0,2.142857142857143,0.0,15.0,0.0
RR,2020-03-31,16,0,0,0,2.142857142857143,0.0,15.0,0.0
RR,2020-04-03,0,0,0,0,1.7142857142857142,0.0,12.0,0.0
RR,2020-04-04,37,7,1,1,2.7142857142857144,0.14285714285714285,19.0,1.0
RR,2020-04-05,806,66,11,0,12.0,0.14285714285714285,84.0,1.0
RR,2020-04-06,4483,340,127,3,59.57142857142857,0.5714285714285714,417.0,4.0
RR,2020-04-07,18769,446,364,6,122.71428571428571,1.4285714285714286,859.0,10.0
RR,2020-04-08,33194,6,528,15,123.57142857142857,3.5714285714285716,865.0,25.0
RR,2020-04-09,44665,331,598,2,170.85714285714286,3.857142857142857,1196.0,27.0
RR,2020-04-10,51368,70,661,0,180.85714285714286,3.857142857142857,1266.0,27.0
RR,2020-04-11,57789,165,693,1,203.42857142857142,3.857142857142857,1424.0,27.0
RR,2020-04-12,64317,143,740,1,214.42857142857142,4.0,1501.0,28.0
RR,2020-04-13,83,4,3,0,166.42857142857142,3.5714285714285716,1165.0,25.0
RR,2020-04-14,113,30,3,0,107.0,2.7142857142857144,749.0,19.0
RR,2020-04-15,114,1,3,0,106.28571428571429,0.5714285714285714,744.0,4.0
RR,2020-04-16,142,28,3,0,63.0,0.2857142857142857,441.0,2.0
RR,2020-04-17,164,22,3,0,56.142857142857146,0.2857142857142857,393.0,2.0
RR,2020-04-18,201,37,3,0,37.857142857142854,0.14285714285714285,265.0,1.0
